Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:2	rp8q			and the Spirit of God was hovering	1	The Hebrew text is ambiguous here. It could mean: (1) “and God’s Spirit was hovering/moving” or (2) “and a wind from God was blowing” or (3) “and a powerful wind was blowing”. The first interpretation is most likely, since the Hebrew verb **hovering** does not describe what wind does.
1:2	yq4r			over the surface of the waters	1	Throughout this chapter, the word **waters** is in the plural in the Hebrew text. For some languages it is more natural to use the singular “water”. Do what is best in your language in each context. Alternate translation: “over the surface of the water.” or “above the waters”
1:3	kxuq		rc://*/ta/man/translate/writing-quotations	Then God said	1	What God says in verse 3 is a command. Consider whether or not it is best in your language to make that explicit in this quote margin. Alternate translation: “Then God commanded,”
1:3	o0zd			Let there be light	1	This is a command, not a permission or a suggestion. It is a direct quote of what God actually said, and it is usually put between quotation marks in a translation. If you use an exclamation point with this command in your translation, make sure it does not mean or imply that God was angry. Also, the way you translate **light** should refer to what shines from a source of light; it does not refer here to the source itself. Alternate translation: “Let light exist.” or “I command there to be light.”
1:3	nj3u			And there was light	1	Light began to shine immediately as a result of God’s command. Alternate translation: “So immediately there was light.” or “And so light started shining.”
1:4	ceam		rc://*/ta/man/translate/grammar-connect-words-phrases	And God saw	1	Notice that Hebrew frequently uses a conjunction such as **And** or **Then** at the beginning of a sentence. Some languages do not use conjunctions as frequently as Hebrew uses conjunctions. Do what is accurate and natural in your language in each context. Alternate translation: “And he saw” or “He saw”
1:4	bnvs		rc://*/ta/man/translate/translate-key-terms	the light, that {it was} good	1	In the Bible, **good** is an important theme. Throughout chapter 1, it especially means that what God created was high quality, complete, and had no defects; in other words, it had all the characteristics and functions that God intended it to have. It also includes the idea that what God created was untainted by sin and reflected his good character (Psalm 19:1; Romans 1:20). The focus here is not on how pleased or satisfied God was. Alternate translation: “that the light was good”
1:4	wtmd		rc://*/ta/man/translate/writing-pronouns	Then God separated	1	In order to produce an accurate and natural translation, it is important in each context to make sure that nouns (such as **God**) and pronouns (such as “he”) are used properly in your language. In the Hebrew text, **God** is repeated frequently in chapter 1 to emphasize him and show that he is in focus. For some languages it is more natural to say **God** only once at the beginning of each paragraph or section, and then use pronouns to refer to him the rest of the time (or most of the time). Throughout chapter 1, do what is best in your language each time that you refer to God.
1:4	q3jo			Then God separated between the light and the darkness	1	 Alternate translation: “Then he separated the light from the darkness so that each had its own time.” or “Then he caused the light to have its own time and the darkness to have its own time.” or “Then he separated the light from the darkness so that it would be light for a number of hours, and then dark for a number of hours.”
1:5	c9yz		rc://*/ta/man/translate/grammar-connect-words-phrases	And God called	1	Some languages omit the connecting word **And** or **Then** here. Consider what is the best way in your language to connect this sentence with the previous one. Alternate translation: “Then God called” or “God named”
1:5	cc8r			the light Day	1	Notice that in this context the word **Day** refers only to the time when the sun is shining, not to the 24-hour time period that makes up a complete day. Make sure that this is clear in your translation. Throughout chapter 1, some translations use quote marks around the names that God gives the different things he created. Do what is best in your language.
1:5	if7a			and the darkness he called Night	1	In the Hebrew text, **the darkness** is first in this clause to emphasize the contrast between the light and the darkness. Consider what is the best way to translate this clause in your language. Alternate translation: “and the darkness he called Nighttime.” or “and he named the darkness Nighttime.”
1:5	xxe6		rc://*/ta/man/translate/grammar-connect-time-sequential	Then there was evening, and there was morning	1	The evening and the morning are the parts of a 24-hour day that separate the hours of daytime (light) from the hours of nighttime (darkness): Evening came at the end of each daytime after God finished his work of creating. Then after about 12 hours of nighttime, morning came, which began the next 12 hours of daytime when God did more work. Make sure your translation does not sound like morning came immediately after evening. Some languages have a one-word conjunction that means “and then” or “and later” and would fit well here. Alternate translation: “Then evening came, and then morning came,”
1:5	xmx5		rc://*/ta/man/translate/translate-ordinal	one day	1	Here **day** refers to a full 24-hour day. Also, the Hebrew text uses a cardinal number (**one**) here, but then uses ordinal numbers (“second,” “third,” and so on) for the rest of the days of the creation week. Some languages need to use an ordinal number (“first”) here too. Other languages use cardinal numbers throughout (“day one,” “day two,” and so on). Do what is best in your language. Alternate translation: “and that was day one.”
1:6	nesq		rc://*/ta/man/translate/writing-quotations	Then God said	1	See how you translated this phrase in verse 3. Alternate translation: “Then God commanded,”
1:6	gqae			Let there be an expanse	1	The Hebrew word for **expanse** here describes a large space that is “spread out.” It was not solid, but rather it was open and empty and could be seen through and flown through (verse 20). It was probably also curved, following the spherical shape of the earth. See how you translated **Let there be** in verse 3. Alternate translation: “Let there be a vast space” or “I command there to be a vast space” or “I command a vast space to form”
1:6	mscz			in the middle of the waters	1	See how you translated **waters** in verse 2.
1:6	c6kn			and let it separate the waters from the waters	1	 Alternate translation: “and let it divide the water above it from the water below it.” or “so that it separates the waters into two different places.”
1:7	i8t2			So God made	1	Verse 7 explains what God’s command in verse 6 caused to happen, and it repeats some of the same words and phrases. Make sure that your translation of these verses does not sound like God created the expanse twice. Alternate translation: “In that way God made” or “That is how he made”
1:7	dgya			the expanse	1	 Alternate translation: “a vast space”
1:7	c752			and separated	1	 Alternate translation: “and divided” or “and used it to separate”
1:7	pidk		rc://*/ta/man/translate/writing-pronouns	between the waters that {were} under the expanse and the waters that {were} above the expanse	1	For some languages it is more natural to use a pronoun (**it**) here to refer to the expanse, since it was just mentioned earlier in the verse. Each language has its own system of when to use nouns or pronouns to refer to people, places, and things. In each context, do what is clear and natural in your language. Alternate translation: “the water that was below the expanse from the water that was above it.” or “the water that was under it from the water that was above it.”
1:7	xfx7		rc://*/ta/man/translate/figs-explicit	And it was so	1	 Alternate translation: “That is the way it happened.” or “Everything was exactly as he commanded it to be”
1:8	igd0		rc://*/ta/man/translate/grammar-connect-words-phrases	And God called	1	Consider whether it is more natural in your language to begin a new sentence here (with or without a conjunction) or to continue the sentence that began at the end of verse 7. Also see how you translated this phrase in verse 5. Alternate translation: “He called” or “and he called”
1:8	hh8a			the expanse	1	See how you translated this phrase in verses 6 and 7. Alternate translation: “the vast space”
1:8	n336		rc://*/ta/man/translate/translate-key-terms	Heavens	1	This word probably refers here to the atmosphere above the earth’s surface where clouds are and where birds fly, as well as the space where the sun, moon, and stars are now. Be consistent here with how you translated this term in verse 1.
1:8	su1z			Then there was evening, and there was morning	1	See how you translated this sentence in verse 5, and see the note about that there. Alternate translation: “Then evening came, and then morning came,”
1:8	adzz		rc://*/ta/man/translate/translate-ordinal	the second day	1	Consider whether it is more natural in your language to use an ordinal number (**second**) here or a cardinal number (“two”). Alternate translation: “and the second day ended.” or “and that was the end of day two.”
1:9	yc3d		rc://*/ta/man/translate/writing-quotations	Then God said	1	See how you translated this phrase in verses 3 and 6. Alternate translation: “Then God commanded,”
1:9	yetc		rc://*/ta/man/translate/figs-activepassive	Let the waters under the heavens be gathered	1	Consider whether it is better here in your language to use a passive form of the verb (**be gathered**) or an active form (“gather” or “come”). Alternate translation: “Let the water that is under the sky come together” or “I command the water that is below the heavens to come together”
1:9	as42			to one place	1	 Alternate translation: “in one area” or “into one area”
1:9	g8i2			and let the dry ground appear	1	The water had been covering the land, so when the water receded from it, the land became exposed and dried off. Make sure that the way you translate **dry ground** does not sound like the land was dry while it was under the water. Alternate translation: “so that there is dry land.” or “so that dry land can be seen.” or “so that land is uncovered and dries off.”
1:9	gign			And it was so	1	See how you translated this sentence in verse 7. It may be necessary to translate it in different ways, depending on the context. Alternate translation: “And it was exactly as God commanded it to be”
1:10	eh2f			And God called	1	 Alternate translation: “Then he named”
1:10	khag			the dry ground	1	 Alternate translation: “the dry land” or “the land that had dried off”
1:10	teai			Land	1	This is the same Hebrew word that is translated as “earth” in verse 1, but here it refers to the dry land or ground (in contrast to the water), and not to the entire planet. Alternate translation: “Ground,”
1:10	c5av		rc://*/ta/man/translate/figs-infostructure	and the gathered waters he called	1	See how you translated a sentence in verse 5 that is similar in structure to this sentence. Alternate translation: “and the waters that he had gathered together he named” or “and he called the gathered waters” or “and he called the waters that had come together”
1:10	sb47			Seas	1	At that time there was probably just one very large body of water and one very large land mass on the earth (as verse 9 indicates). So a singular noun that refers to the largest body of water, such as “Ocean” or “Sea”, could be used here in your translation. Alternate translation: “Oceans.”
1:10	gnuy		rc://*/ta/man/translate/writing-pronouns	And God saw	1	Decide whether it is more natural in your language to use a noun (**God**) or a pronoun (**he**) in this context. See how you translated this phrase in verse 4. Alternate translation: “And he saw” or “He saw”
1:10	hk8y			that {it was} good	1	Some languages cannot use a pronoun (**it**) here, but have to specify what was good. Do what is best in your language. Also see how you translated the word **good** in verse 4, and see the note about that there. Alternate translation: “that what he had made was good” or “that the land and the seas were good”
1:11	jq0c		rc://*/ta/man/translate/writing-quotations	Then God said	1	 Alternate translation: “Then God commanded,”
1:11	lnyu			Let the land sprout vegetation	1	The Hebrew word for **vegetation** refers generally here to any kind of green plant and includes the plants and trees that are mentioned next in this verse. Also, see how you translated “Land” in verse 10. Alternate translation: “I command the ground to grow green plants,” or “The ground must now be covered with green plants,”
1:11	sdob			every} plant yielding seed	1	This phrase refers to many different kinds of plants, not just one plant or one seed. Make sure that is clear in your translation. Also, these kinds of plants have soft stems and include vegetable plants, herbs and other plants that produce edible seeds, such as rice, corn, and wheat. Alternate translation: “including every kind of plant that has seeds” or “including all kinds of plants that have seeds”
1:11	cv1n			every} fruit tree bearing fruit according to its kind	1	The phrase **according to its kind** emphasizes that each different kind of tree produces its own kind of fruit and seeds, which grow and become only that kind of tree. For example, apple trees always produce apples with apple seeds, never peaches or cherries, or any other kind of fruit or seeds. Alternate translation: “and fruit trees that bear fruit, each according to its own kind” or “and every kind of fruit tree that bears its own kind of fruit” or “and all kinds of fruit trees that bear their own kind of fruit”
1:11	o8kh			that {has} its seed inside it	1	 Alternate translation: “that has seeds inside,” or “with its own kind of seeds inside it,”
1:11	k8cn		rc://*/ta/man/translate/figs-infostructure	on the earth	1	For some languages it is clearer and more natural to put this phrase earlier in this verse and say, “Let the land sprout vegetation on/throughout the earth …” Do what is best in your language. Alternate translation: “throughout the earth.”
1:11	virt			And it was so	1	Either a period or a colon can be used here, but a colon more clearly shows that verse 12 gives the details of what happened. This is different from verse 7, where the details of what happened come before **And it was so**, and from verse 9, where no additional details are given. Alternate translation: “And it happened exactly as God commanded it to happen:”
1:12	jikr			So the land brought out vegetation	1	Verse 12 explains what God’s command in verse 11 caused to happen, and it repeats some of the same words and phrases. Make sure that your translation of these verses does not sound like God created the plants twice. Alternate translation: “The land sprouted plants,” or “The land started growing green plants,”
1:12	rh5y			every} plant yielding seed according to its kind	1	 Alternate translation: “including plants that have seeds, each according to its own kind” or “including every kind of plant that has seeds that grow into the same type of plant,” or “including all kinds of plants that have their own type of seeds,”
1:12	cy8d			and {every} tree bearing fruit that {has} its seed inside it, according to its kind	1	 Alternate translation: “and trees that bear fruit with seeds inside, each according to its own kind.” or “and every kind of tree that has fruit with seeds that grow into the same kind of tree.” or “and all kinds of trees that have their own kind of seed-bearing fruit.”
1:12	o8er		rc://*/ta/man/translate/grammar-connect-words-phrases	And God saw	1	Consider whether or not it is more natural in your language to begin this sentence with a conjunction. Alternate translation: “And he saw” or “He saw”
1:12	k58u		rc://*/ta/man/translate/figs-explicit	that {it was} good	1	See how you translated this clause in verse 10. Some languages have to specify what was good. Do what is best in your language. Alternate translation: “that what he had made was good” or “that all the plants and trees were good”
1:13	b3dy			Then there was evening, and there was morning	1	See how you translated this sentence in verses 5 and 8. Alternate translation: “Then evening came, and then morning came,”
1:13	xcdg		rc://*/ta/man/translate/translate-ordinal	the third day	1	 Alternate translation: “and the third day ended.” or “and that was the end of day three.”
1:14	h9x6		rc://*/ta/man/translate/writing-quotations	Then God said	1	 Alternate translation: “Then God commanded,”
1:14	f6qj			Let there be lights	1	These lights refer to the sun, moon and stars that give off light. But it is important to keep this general in your translation (like the Hebrew text does) and not specify the names of these lights. Alternate translation: “Let lamps exist” or “Let there be objects that give light”
1:14	snjr			in the expanse of the heavens	1	The expanse is the same thing as the heavens (verse 8), so some translations leave **the expanse of** implied here. Do what is best in your language. Alternate translation: “in the space of the sky” or “in the open space of the sky” or “in the heavens”
1:14	as7i			to separate	1	 Alternate translation: “to divide” or “that separate”
1:14	ik3v			between the day and the night	1	See how you translated “Daytime” and “Nighttime” in verse 5.
1:14	iva1			And let them be for signs	1	 Alternate translation: “Let those lamps also be” or “They will also serve as” or “I also command those lamps to serve as”
1:14	kwpn			And let them be for signs	1	The Hebrew text is ambiguous here. It could mean: (1) “signs/markers of special/important events, and they must/will mark” or “They must/will also mark/indicate when important things happen, and they must/will mark/show” or (2) “signs/markers that mark/indicate/show”. The word **signs** means that the lights are to mark certain times of the year. Following the first interpretation, the lights are to also mark special events (such as the star that signaled Jesus’ birth and the darkened sun at Jesus’ death).
1:14	zf63			and for seasons, and for days and years	1	The sun and moon show the passing of time. For example, the 30-day month is determined by the phases of the moon, and the 365-day year is determined by the time it takes for the earth to travel around the sun. Seasons are regular times of the year, such as seed-planting and harvesting times, and the seasons of spring, summer, fall and winter (Genesis 8:22), as well as the special festivals which God appointed for his people to meet with him. You could put some of that information in a footnote.
1:15	qfvm			And let them be as lights	1	 Alternate translation: “And they will be sources of light” or “They will serve as lights” or “Their purpose is to serve as sources of light”
1:15	szsy			in the expanse of the heavens	1	See how you translated this phrase in verse 14. Alternate translation: “in the space called the sky” or “in the open space of the sky” or “in the heavens”
1:15	jf98			to shine on the earth	1	See how you translated **the earth** in verses 1-2. Alternate translation: “to shine light on the earth.” or “so that they give light to the earth.”
1:15	c4rf			And it was so	1	 Alternate translation: “And it was exactly as he commanded it to be”
1:16	slgo			So God made	1	Verses 16-18 explain what God’s commands in verses 14-15 caused to happen. Make sure your translation of these verses does not sound like he created the lights twice. See how you translated **So God made** in verse 7. Alternate translation: “In that way God made” or “That is how he made”
1:16	axyb			the two great lights	1	This phrase refers to the sun and the moon, which are the two brightest objects in the earth’s sky. However, the author intentionally does not use their names, so you should not include their names in your translation either. Alternate translation: “the two big lights,”
1:16	udou			the greater light	1	The focus is on the relative brightness or strength of the lights, not on their size. Alternate translation: “the stronger light”
1:16	vq3u		rc://*/ta/man/translate/figs-personification	to rule the day	1	The word **rule** is a figure of speech that means each light has the greatest effect during a particular time period because it is the brightest light that is shining then. For some languages, nonliving objects like the sun and the moon cannot **rule** because only people can do that. Do what is accurate and natural in your language. Alternate translation: “to govern the day,”
1:16	slw4			and the lesser light	1	 Alternate translation: “and the dimmer light”
1:16	kas2			to rule the night	1	Be consistent here with how you translated **rule** previously in this verse. Alternate translation: “to govern the night,”
1:16	vlll		rc://*/ta/man/translate/figs-ellipsis	and the stars	1	The verb **made** that is used earlier in the verse is implied here. Translate this in a way that is clear and natural in your language. Alternate translation: “and he also made the stars.” or “That is also when he created the stars.”
1:17	wi1g		rc://*/ta/man/translate/writing-pronouns	And God set them	1	Consider what is the best way in your language to refer to God and the lights at this point in the paragraph. Alternate translation: “God put them” or “God placed the lights”
1:17	zkp6			in the expanse of the heavens	1	See how you translated this phrase in verses 14 and 15. Alternate translation: “in the space called the sky” or “in the open space of the sky” or “in the heavens”
1:17	e0pl			to shine on the earth	1	See how you translated this phrase in verse 15. Alternate translation: “to provide light to the earth,”
1:18	iq2u		rc://*/ta/man/translate/figs-personification	and to rule over the day and over the night	1	Make sure that your translation of the word **day** refers here to the daytime hours, not an entire 24-hour day. Also see how you translated **rule** in 1:16. Alternate translation: “and to dominate the daytime or the nighttime,” or “and to shine during the daytime and during the nighttime,”
1:18	x9y4			and to separate between the light and the darkness	1	Consider again how you translated **separate** in verses 4, 6-7, 14 and 18. Alternate translation: “and to distinguish the light from the darkness.” or “and to separate the time of light from the time of darkness.”
1:18	ji6r			And God saw	1	 Alternate translation: “And he saw” or “He saw”
1:18	h52g		rc://*/ta/man/translate/figs-explicit	that {it was} good	1	Some languages need to specify what was good. Do what is best in your language. Alternate translation: “that what he had made was good” or “that the lights in the sky were good”
1:19	c1co			Then there was evening, and there was morning	1	 Alternate translation: “Then evening came, and then morning came,”
