Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:5	dbr3		rc://*/ta/man/translate/figs-activepassive	וַ⁠תִּשָּׁאֵר֙ הָֽ⁠אִשָּׁ֔ה מִ⁠שְּׁנֵ֥י יְלָדֶ֖י⁠הָ וּ⁠מֵ⁠אִישָֽׁ⁠הּ	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “and the woman was alone without her husband or her two sons” or “and Naomi remained widowed and childless”
1:6	wsr0		rc://*/ta/man/translate/writing-newevent	וַ⁠תָּ֤קָם הִיא֙ וְ⁠כַלֹּתֶ֔י⁠הָ וַ⁠תָּ֖שָׁב	1	This part of the sentence forms an introductory summary of what will happen in the following section. It does not relate events in the timeline of the story. If your language does not use introductory summaries like this, you can translate these actions as events. Alternate translation: “Then she, along with her daughters-in-law, prepared to return”
1:6	tmq3		rc://*/ta/man/translate/writing-participants	וַ⁠תָּ֤קָם הִיא֙ וְ⁠כַלֹּתֶ֔י⁠הָ וַ⁠תָּ֖שָׁב	1	The verbs **arose** and **returned** are singular, and refer to Naomi. This shows that Naomi is the main character who takes the initiative in these actions. However, her daughters-in-law are included. If your language requires plural verbs when more than one person is included in an action, you can use them here. Alternate translation: “Then she and her daughters-in-law arose and returned”
1:6	u9q2			וְ⁠כַלֹּתֶ֔י⁠הָ	1	Alternate translation: “and the women who had married her sons”
1:6	zo55		rc://*/ta/man/translate/figs-infostructure	כִּ֤י שָֽׁמְעָה֙ בִּ⁠שְׂדֵ֣ה מוֹאָ֔ב כִּֽי־פָקַ֤ד יְהוָה֙ אֶת־עַמּ֔⁠וֹ\nלָ⁠תֵ֥ת לָ⁠הֶ֖ם לָֽחֶם	1	Naomi first heard about Yahweh visiting his people and then decided to return to Bethlehem, so it might be more natural to put this information first, as in the UST.
1:6	sa4z		rc://*/ta/man/translate/figs-explicit	שָֽׁמְעָה֙ בִּ⁠שְׂדֵ֣ה מוֹאָ֔ב	1	It is implied that the news came from Israel. Alternate translation: “while she was in the region of Moab, she had heard from someone who came from Israel”
1:6	v86z		rc://*/ta/man/translate/figs-idiom	פָקַ֤ד & אֶת־עַמּ֔⁠וֹ	1	Here, **visited** is an idiom that means “taken care of.” If this phrase does not have that meaning in your language, you could use an idiom from your language that does have this meaning or state the meaning plainly. Alternate translation: “had relieved the hunger of his people” or “had come through for his people”
1:6	ab01		rc://*/ta/man/translate/figs-synecdoche	לָ⁠תֵ֥ת לָ⁠הֶ֖ם לָֽחֶם׃	1	Here, **bread** refers to food in general. Alternate translation: “giving them abundant harvests, so that they had plenty of food.”
1:7	w7ti			וַ⁠תֵּלַ֣כְנָה בַ⁠דֶּ֔רֶךְ	1	Alternate translation: “And they walked along the road”
1:8	fu39			לִ⁠שְׁתֵּ֣י כַלֹּתֶ֔י⁠הָ	1	Alternate translation: “to her two sons’ wives” or “to the widows of her two sons”
1:8	lxs2		rc://*/ta/man/translate/figs-youdual	 לֵ֣כְנָה שֹּׁ֔בְנָה אִשָּׁ֖ה	1	Since Naomi is speaking to two people, the form of address would be dual here, if your language uses that form.
1:8	hizu			 לֵ֣כְנָה שֹּׁ֔בְנָה אִשָּׁ֖ה לְ⁠בֵ֣ית אִמָּ֑⁠הּ	1	If this custom seems strange to your readers, you could include a footnote to explain it, such as: “According to the custom of the ancient Hebrews, a young widow could either stay with the family of her deceased husband or return to live with her parents until she married again.”
1:8	hsf7			לְ⁠בֵ֣ית אִמָּ֑⁠הּ	1	Alternate translation: “to the home of your mother”
1:8	nnen		rc://*/ta/man/translate/translate-blessing	יעשה יְהוָ֤ה עִמָּ⁠כֶם֙ חֶ֔סֶד כַּ⁠אֲשֶׁ֧ר עֲשִׂיתֶ֛ם עִם־הַ⁠מֵּתִ֖ים וְ⁠עִמָּדִֽ⁠י	1	Naomi is asking God to bless Orpah and Ruth. Use a natural form for a blessing in your language. Alternate translation: “I pray that Yahweh will show you covenant faithfulness such as you have shown to the dead and to me.”
1:8	acb4		rc://*/ta/man/translate/figs-nominaladj	עִם־הַ⁠מֵּתִ֖ים	1	The writer is using the adjective **dead** as a noun to mean those who have died. Your language may use adjectives in the same way. If not, you could translate this word with an equivalent phrase. Alternate translation: “toward your husbands, who died,”
1:8	etw2		rc://*/ta/man/translate/figs-abstractnouns	חֶ֔סֶד	1	If your language does not use an abstract noun for the idea of **faithfulness**, you could express the same idea in another way. Alternate translation: “loyally and faithfully”
1:9	pm6y		rc://*/ta/man/translate/translate-blessing	יִתֵּ֤ן יְהוָה֙ לָ⁠כֶ֔ם וּ⁠מְצֶ֣אןָ	1	Here, Naomi continues her blessing. Use a natural form for a blessing in your language. Alternate translation: “May Yahweh give you” or “I pray that Yahweh will allow you to have”
1:9	c74v		rc://*/ta/man/translate/figs-metaphor	וּ⁠מְצֶ֣אןָ מְנוּחָ֔ה	1	The word **rest** here does not refer to sitting down to rest. It means a place where these women would belong, a home for them, which would include the security that comes through marriage. Alternate translation: “a safe and stable home”
1:9	v2vx		rc://*/ta/man/translate/figs-metonymy	בֵּ֣ית אִישָׁ֑⁠הּ	1	This means with new husbands, not with their previous husbands, who died, or with someone else’s husband. The word **house** refers to both a physical house that belongs to the husband and to the protection from shame and poverty that a husband provides. Alternate translation: “in her own husband's household”
1:9	t69w		rc://*/ta/man/translate/figs-idiom	וַ⁠תִּשֶּׂ֥אנָה קוֹלָ֖⁠ן וַ⁠תִּבְכֶּֽינָה	1	To lift up the voice is an idiom for speaking or crying loudly. Alternate translation: “and they cried loudly” or “and they wept bitterly”
1:10	mag8		rc://*/ta/man/translate/figs-exclusive	נָשׁ֖וּב	1	When Orpah and Ruth said **we,** they were referring to themselves and not Naomi. So languages that have inclusive and exclusive forms of **we** would use the exclusive form here.
1:10	hilu		rc://*/ta/man/translate/grammar-connect-logic-contrast	וַ⁠תֹּאמַ֖רְנָה	1	The word **But** here indicates a strong contrast between what Naomi said and what the daughters-in-law are about to say. In your translation, indicate this strong contrast in a way that is natural in your language. Alternate translation: “Nevertheless, they said”
1:10	u1dh		rc://*/ta/man/translate/grammar-connect-logic-contrast	כִּי־	1	The daughters-in-law use the word **Rather** here to indicate a strong contrast between what Naomi wants them to do and what they propose to do. In your translation, indicate this strong contrast in a way that is natural in your language. Alternate translation: “Instead of that”
1:10	bq4j		rc://*/ta/man/translate/figs-yousingular	אִתָּ֥⁠ךְ	1	The word **you** is singular here because it refers to Naomi.
1:11	q849		rc://*/ta/man/translate/grammar-connect-logic-contrast	וַ⁠תֹּ֤אמֶר נָעֳמִי֙ 	1	The word **But** here indicates a strong contrast between what the daughters-in-law said and what Naomi is about to say. In your translation, indicate this strong contrast in a way that is natural in your language. Alternate translation: “However, Naomi said”
1:11	b8q1			בְנֹתַ֔⁠י	1	Orpah and Ruth are Naomi's daughters-in-law, but here and in the next two verses she calls them **my daughters** as a term of affection. If your language would not do that, you can express the affection in another way. Alternate translation: “my beloved daughters-in-law”
1:11	ggi3		rc://*/ta/man/translate/figs-rquestion	לָ֥⁠מָּה תֵלַ֖כְנָה עִמִּ֑⁠י	1	Naomi is using the question form here to convince the young women of her own conviction. If you would not use the question form for this purpose in your language, you could translate this as a statement or an exclamation. Alternate translation: “It does not make sense for you to go with me.” or “You should not go with me!”
1:11	q2hn		rc://*/ta/man/translate/figs-rquestion	הַֽ⁠עֽוֹד־לִ֤⁠י בָנִים֙ בְּֽ⁠מֵעַ֔⁠י וְ⁠הָי֥וּ לָ⁠כֶ֖ם לַ⁠אֲנָשִֽׁים	1	Naomi is using the question form to make the point that she cannot have other sons for the young women to marry. If you would not use the question form for this purpose in your language, you could translate this as a statement or an exclamation. Alternate translation: “You know that I cannot have any more sons who could become your husbands.”
1:12	dyc4		rc://*/ta/man/translate/figs-explicit	זָקַ֖נְתִּי מִ⁠הְי֣וֹת לְ⁠אִ֑ישׁ	1	The implication is that Naomi cannot again marry and provide them with husbands. You could include this information if that would be helpful to your readers. Alternate translation: “I am too old to marry again and bear more children”
1:12	abc1		rc://*/ta/man/translate/figs-rquestion	כִּ֤י אָמַ֨רְתִּי֙ יֶשׁ־לִ֣⁠י תִקְוָ֔ה גַּ֣ם הָיִ֤יתִי הַ⁠לַּ֨יְלָה֙ לְ⁠אִ֔ישׁ וְ⁠גַ֖ם יָלַ֥דְתִּי בָנִֽים	1	This rhetorical question begins here and continues into the next verse. Naomi uses this question to emphasize that she cannot provide other sons for them to marry. If you would not use the question form for this purpose in your language, you could translate this as a statement or an exclamation. Alternate translation: “Even if it were possible that I could expect to marry right away and also give birth to sons right away”
1:12	kh9g			יָלַ֥דְתִּי בָנִֽים	1	Alternate translation: “I were to bear sons” or “I were to deliver baby boys”
1:13	gmc2		rc://*/ta/man/translate/figs-rquestion	הֲ⁠לָהֵ֣ן ׀ תְּשַׂבֵּ֗רְנָה עַ֚ד אֲשֶׁ֣ר יִגְדָּ֔לוּ הֲ⁠לָהֵן֙ תֵּֽעָגֵ֔נָה לְ⁠בִלְתִּ֖י הֱי֣וֹת לְ⁠אִ֑ישׁ	1	Naomi completes the rhetorical question she began in the previous verse and immediately asks another rhetorical question which emphasizes the same meaning. Alternate translation: “you would not wait until they were grown up so that you could marry them. You would need to marry a husband before then.”
1:13	ab04			הֲ⁠לָהֵ֣ן ׀ תְּשַׂבֵּ֗רְנָה עַ֚ד אֲשֶׁ֣ר יִגְדָּ֔לוּ הֲ⁠לָהֵן֙ תֵּֽעָגֵ֔נָה לְ⁠בִלְתִּ֖י הֱי֣וֹת לְ⁠אִ֑ישׁ	1	This idea refers to the custom among the ancient Hebrews that, if a married man died, one of his brothers would marry the man’s widow. See the introduction for more explanation. If it would be helpful, you could put some of this information in a footnote.
1:13	gh99		rc://*/ta/man/translate/figs-metaphor	מַר־לִ֤⁠י מְאֹד֙	1	Here, bitterness is a metaphor for grief. Alternate translation: “it is a great grief for me”
1:13	z9u3		rc://*/ta/man/translate/figs-metonymy	יָצְאָ֥ה בִ֖⁠י יַד־יְהוָֽה	1	Here, **hand** represents the power of God. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “the power of Yahweh has caused terrible things to happen to me”
1:13	ab02		rc://*/ta/man/translate/figs-explicit	יָצְאָ֥ה בִ֖⁠י יַד־יְהוָֽה	1	The implication is that Yahweh caused the deaths of Naomi's family. You could include this information if that would be helpful to your readers. Alternate translation: “Yahweh has taken away our husbands”
1:14	n47v		rc://*/ta/man/translate/figs-idiom	וַ⁠תִּשֶּׂ֣נָה קוֹלָ֔⁠ן וַ⁠תִּבְכֶּ֖ינָה	1	Here, **they lifted up their voices** is an idiom meaning that they expressed themselves loudly. If this phrase does not have that meaning in your language, use an idiom from your language that does have that meaning or state the meaning plainly. Alternate translation: “Then they wailed and wept loudly”
1:14	t4sl		rc://*/ta/man/translate/figs-metaphor	וְ⁠ר֖וּת דָּ֥בְקָה בָּֽ⁠הּ	1	This could mean: (1) Ruth refused to leave Naomi. Alternate translation: “but Ruth would not leave her” or (2) Ruth physically held on to Naomi and would not let go of her. Alternate translation: “but Ruth held on to her”
1:15	ld6g		rc://*/ta/man/translate/figs-metaphor	הִנֵּה֙	1	Naomi is using the term **Behold** to focus Ruth's attention on what she is about to say. Your language may have a comparable expression that you could use in your translation. Alternate translation: “Listen” or You know”
1:15	nqm3		rc://*/ta/man/translate/writing-participants	יְבִמְתֵּ֔⁠ךְ	1	Naomi is using the phrase **your sister-in-law** to refer to Orpah, the widow of Ruth's deceased husband's brother. Use the natural term in your language to refer to that relationship. Alternate translation: “the widow of your husband’s brother” or “Orpah”
1:15	i9wa		rc://*/ta/man/translate/figs-possession	עַמָּ֖⁠הּ	1	Here, Naomi is using the possessive form to describe the **people** to whom Orpah belongs. If your language would not use the possessive form for this, you could express this in another way. Alternate translation: “the clan that she came from”
1:15	man4		rc://*/ta/man/translate/figs-possession	אֱלֹהֶ֑י⁠הָ	1	Here, Naomi is using the possessive form to describe the **god** of the Moabites that Orpah and Ruth used to worship before they married Naomi's sons and began to worship Yahweh. If your language would not use the possessive form to express the relationship between Orpah and this god, you could express this in another way. Alternate translation: “the god that they worship”
1:15	m9o6		rc://*/ta/man/translate/translate-plural	אֱלֹהֶ֑י⁠הָ	1	The word translated here as **god** is plural, but Hebrew quite commonly uses the plural when referring to a deity. Here it probably refers to the god of the Moabites named Chemosh, as it does in 1 Kings 11:33. If the Bible commonly used in your area uses a plural here, you may choose to do so too. Alternate translation: “her gods”
1:16	z5ug			וּ⁠בַ⁠אֲשֶׁ֤ר תָּלִ֨ינִי֙	1	Alternate translation: “and where you live”
1:16	wspu		rc://*/ta/man/translate/figs-doublet	לְ⁠עָזְבֵ֖⁠ךְ לָ⁠שׁ֣וּב מֵ⁠אַחֲרָ֑יִ⁠ךְ	1	The phrase **turn back from behind you** further defines the phrase **forsake you**. Ruth is using the two phrases together for emphasis. If it would be clearer for your readers, you could use a single phrase and express the emphasis in another way. Alternate translation: “to forget my commitment to remain loyal to you”
1:16	b518		rc://*/ta/man/translate/figs-ellipsis	עַמֵּ֣⁠ךְ עַמִּ֔⁠י וֵ⁠אלֹהַ֖יִ⁠ךְ אֱלֹהָֽ⁠י	1	With these phrases, Ruth completely identifies herself with the culture and religion of Naomi, an Israelite. The original does not have any verbs, so if your language requires verbs here, choose the ones that best communicate this. Alternate translation: “Your people will be my people, and your God will be my God”
1:17	sje3		rc://*/ta/man/translate/writing-oathformula	כֹּה֩ יַעֲשֶׂ֨ה יְהוָ֥ה לִ⁠י֙ וְ⁠כֹ֣ה יֹסִ֔יף	1	Ruth uses this oath formula to show that she is very committed to doing what she says. She calls down a curse on herself, asking God to punish her if she does not do what she has said she would do. In keeping with the custom, she did not express what that punishment would be. Use a natural way in your language to express an oath. Alternate translation: “May Yahweh strike me dead, and may he do more, and may he do even more”
1:17	abc2		rc://*/ta/man/translate/figs-hyperbole	כִּ֣י הַ⁠מָּ֔וֶת יַפְרִ֖יד בֵּינִ֥⁠י וּ⁠בֵינֵֽ⁠ךְ	1	This could mean: (1) even death cannot overcome Ruth's commitment to Naomi. This could be a form of hyperbole or simply a way to restate her commitment to be buried in the same place as Naomi is buried. Alternate translation: “if even death separates us from each other” (2) the only thing that can separate Ruth from Naomi would be the death of one of them. Alternate translation: “if anything other than death separates us from each other” or “if I leave you while you and I are both still alive”
1:17	ab05		rc://*/ta/man/translate/figs-idiom	יַפְרִ֖יד בֵּינִ֥⁠י וּ⁠בֵינֵֽ⁠ךְ	1	This phrase is an idiom that means “separates you and me.” If this phrase does not have that meaning in your language, you could use an idiom from your language that does have this meaning or state the meaning plainly. Alternate translation: “separates the two of us” or “comes between us”
1:18	rsq2		rc://*/ta/man/translate/grammar-connect-logic-result	וַ⁠תֶּחְדַּ֖ל לְ⁠דַבֵּ֥ר אֵלֶֽי⁠הָ	1	This phrase expresses the result of the previous phrase. You may want to indicate this by using a connector that introduces a result. Alternate translation: “so she refrained from speaking to her further”
1:18	xncr		rc://*/ta/man/translate/figs-pronouns	וַ⁠תֶּחְדַּ֖ל לְ⁠דַבֵּ֥ר אֵלֶֽי⁠הָ	1	In this phrase, **she** refers to Naomi, and **her** refers to Ruth. If it would be helpful in your language, you could use their names here. Also, this does not mean that Naomi was angry with Ruth or that she no longer spoke to her at all. It only means that she stopped trying to persuade Ruth to leave her. Alternate translation: “so Naomi stopped trying to persuade Ruth”
1:19	j9wa		rc://*/ta/man/translate/writing-newevent	וַ⁠יְהִ֗י	1	**And it happened** introduces a new event in the story. Use a word, phrase, or other method in your language that is natural for introducing a new event. Alternate translation: “And it came about”
1:19	jdr1		rc://*/ta/man/translate/grammar-connect-time-background	כְּ⁠בֹאָ֨⁠נָה֙ בֵּ֣ית לֶ֔חֶם	1	This phrase provides background information about their arrival to help readers understand what happens next in the story. In your translation, present this information in a way that makes it clear that this is background information. Alternate translation: “while Naomi and Ruth were still walking into Bethlehem”
1:19	y3us		rc://*/ta/man/translate/figs-metonymy	כָּל־הָ⁠עִיר֙	1	Here, **town** represents the people who live there. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “everyone who lived there”
1:19	abc3		rc://*/ta/man/translate/figs-hyperbole	כָּל־הָ⁠עִיר֙	1	The word **entire** here is a generalization for emphasis. If it would be helpful in your language, you could use a different way to express the emphasis. Many of the residents of the town were excited, but not all of the residents may have been excited by this news. Alternate translation: “most of the residents”
1:19	xnb3		rc://*/ta/man/translate/figs-rquestion	הֲ⁠זֹ֥את נָעֳמִֽי	1	The writer is using a rhetorical question to emphasize the reaction of the people to Naomi's condition upon her return. If you would not use the question form for this purpose in your language, you could translate this as a statement or an exclamation. Because it had been many years since Naomi lived in Bethlehem and now she no longer has her husband and two sons, it is likely that the women were expressing shock that this woman was actually Naomi. Alternate translation: “This must be Naomi, but I do not see her family!”
1:20	stw5		rc://*/ta/man/translate/translate-names	אַל־תִּקְרֶ֥אנָה לִ֖⁠י נָעֳמִ֑י	1	The name **Naomi** means “delight” or “pleasantness.” If it would be helpful in your language, you could include this information in the text or in a footnote. Alternate translation: “It is no longer appropriate to call me Naomi, the Pleasant One.”
1:20	swe9		rc://*/ta/man/translate/translate-names	מָרָ֔א	1	The name **Mara** means “bitter.” If it would be helpful in your language, you could include this information in the text or in a footnote. Alternate translation: “Mara, the Bitter One”
1:21	n9zc		rc://*/ta/man/translate/figs-metaphor	אֲנִי֙ מְלֵאָ֣ה הָלַ֔כְתִּי וְ⁠רֵיקָ֖ם הֱשִׁיבַ֣⁠נִי יְהוָ֑ה	1	Here, Naomi is speaking of herself as a container that can be **full** or **empty**. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “As for me, I went out with a complete family, but Yahweh has brought me back with no one”
1:21	be0f		rc://*/ta/man/translate/figs-rquestion	לָ֣⁠מָּה תִקְרֶ֤אנָה לִ⁠י֙ נָעֳמִ֔י	1	Naomi is using the question form to emphasize that there is no reason to call her Naomi. If you would not use the question form for this purpose in your language, you could translate this as a statement or an exclamation. Alternate translation: “There is no reason to call me Naomi!”
1:21	dvyb		rc://*/ta/man/translate/figs-parallelism	 וַֽ⁠יהוָה֙ עָ֣נָה בִ֔⁠י וְ⁠שַׁדַּ֖י הֵ֥רַֽע לִֽ⁠י	1	These two statements say the same thing using different words to emphasize the idea that God has made Naomi's life very hard. Both **Yahweh** and **the Almighty** refer to God. If it would be helpful to your readers, you could combine the statements to show that the second statement is not saying a new thing. Alternate translation: “But as for Yahweh, the Almighty God, he has opposed me and treated me badly.”
1:21	jqx5		rc://*/ta/man/translate/figs-metaphor	עָ֣נָה בִ֔⁠י	1	Here Naomi is speaking of **Yahweh** as if he were a witness who caused her to be punished for a crime. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “he has brought punishment on me”
1:21	t1p8			הֵ֥רַֽע לִֽ⁠י	1	Alternate translation: “has brought calamity on me” or “has brought tragedy to me”
1:22	cx7g		rc://*/ta/man/translate/writing-endofstory	וַ⁠תָּ֣שָׁב נָעֳמִ֗י וְ⁠ר֨וּת הַ⁠מּוֹאֲבִיָּ֤ה כַלָּתָ⁠הּ֙ עִמָּ֔⁠הּ הַ⁠שָּׁ֖בָה מִ⁠שְּׂדֵ֣י מוֹאָ֑ב	1	This sentence provides a brief summary and conclusion of the story so far. It does not provide new information or new events in the story. Your language may have its own way of showing that this is the end of a section of a story. Follow that way here.
1:22	jdr2		rc://*/ta/man/translate/writing-background	וְ⁠הֵ֗מָּה בָּ֚אוּ בֵּ֣ית לֶ֔חֶם בִּ⁠תְחִלַּ֖ת קְצִ֥יר שְׂעֹרִֽים	1	This sentence provides background information to help readers understand what happens next in the story. In your translation, present this information in a way that makes it clear that this is background information.
1:22	bgy3		rc://*/ta/man/translate/figs-abstractnouns	בִּ⁠תְחִלַּ֖ת קְצִ֥יר שְׂעֹרִֽים	1	The phrase **the harvest of barley** can be translated with a verbal phrase if that would be helpful in your language. Alternate translation: “when the farmers were just beginning to harvest barley” or “when the farmers started harvesting the barley”
2:intro	ld2v				0	# Ruth 2 General Notes\n\n## Translation Issues in This Chapter\n\n### “a man of great worth” (2:1)\n\nThis phrase describes Boaz as having good attributes, but in a very general way. The phrase could describe a man who is physically strong and able, wealthy, or of good, godly character, or all of those things. From the context of the story, we can see that Boaz has land, servants who respect him, and he lives in a way that honors God, so it seems that this phrase is describing his wealth and character. Think about how you would describe someone like this in your language.\n\n### “Do not go to glean in another field” (2:8)\n\nBoaz said this because he could not guarantee Ruth’s safety in another person’s field. It seems that not everyone was as gracious and obedient to the law of Moses as was Boaz. (See: [[rc://*/tw/dict/bible/kt/grace]] and [[rc://*/tw/dict/bible/kt/lawofmoses]])\n\n### “kinsman-redeemer” (2:20)\n\nA “kinsmen-redeemer” was a male relative who was responsible to provide for any close member of the same clan who was in need, fulfill obligations of levirate marriage, and buy back land into the family that had been sold to someone outside of the family. See the book introduction for more information.
2:1	ab10		rc://*/ta/man/translate/writing-background	וּֽ⁠לְ⁠נָעֳמִ֞י מוֹדַ֣ע לְ⁠אִישָׁ֗⁠הּ	1	Verse 1 gives background information about Boaz so that the reader will understand who he is. In your translation, present this information in a way that makes it clear that this is background information.
2:1	t2sn		rc://*/ta/man/translate/writing-participants	וּֽ⁠לְ⁠נָעֳמִ֞י מוֹדַ֣ע לְ⁠אִישָׁ֗⁠הּ	1	This phrase begins the introduction of **Boaz** as a new participant in the story. If your language has its own way of introducing new participants, you could use it here in your translation.
