Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:11	fi2e		rc://*/ta/man/translate/translate-names	from Babylon	1	**Babylon** is the name of a city. The book also uses this name for the empire that was once ruled from that city, and for the region that had been at the heart of this empire that became a province in the Persian Empire. The name occurs many times in the book, and it will be helpful to your readers if you translate it consistently each time.
2:intro	rr42				0	# Ezra 2 General Notes\n\n## Religious and Cultural Concepts in This Chapter\n\n### Genealogy\n\nPeople had to prove through their genealogies that they were priests or that they\nwere even Jews. (See: [[rc://*/tw/dict/bible/kt/priest]])
2:1	ezk9		rc://*/ta/man/translate/figs-idiom	the sons of the province	1	Here, **the sons of the province** is an idiom that means that these people originated in the province of Judah. Alternate translation: “the people from the province of Judah”
2:1	ponw		rc://*/ta/man/translate/figs-metonymy	the province	1	**The province** means the province of Judah. The book is referring to Judah by something associated with it, its status as a province.
2:1	byc2		rc://*/ta/man/translate/figs-idiom	the ones who went up	1	**Went up** means traveled from Babylon back to Judah, since that involves going from a river valley up into the mountains. Alternate translation: “those who returned to Judah from Babylon”
2:1	czrg		rc://*/ta/man/translate/figs-abstractnouns	from the captivity of the exiles whom Nebuchadnezzar, the king of Babylon, had exiled to Babylon	1	The abstract nouns **captivity** and **exiles** refer to the way Nebuchadnezzar took these people prisoner and transported them away from their homeland. If it would be helpful in your language, you could translate the idea behind these terms with verbs. Alternate translation: “after Nebuchadnezzar, the king of Babylon, had captured their ancestors, transported them to Babylon, and held them there in a foreign land”
2:1	evx5		rc://*/ta/man/translate/figs-idiom	a man to his city	1	Here, **a man** means each one or each person. Alternate translation: “returning to live in the same towns where their families had lived before”
2:2	mxt0			who came with	1	This phrase introduces a list of the men who led this group back to Judah. Alternate translation: “traveling with”
2:2	tmp8		rc://*/ta/man/translate/translate-names	Zerubbabel, Jeshua, Nehemiah, Seraiah, Reelaiah, Mordecai, Bilshan, Mispar, Bigvai, Rehum, and Baanah	1	These are the names of eleven men.
2:2	x7au		rc://*/ta/man/translate/translate-names	Jeshua	1	This is the high priest, who has the same name as the Levite who is introduced in [2:40](../02/40.md). The spelling of this name varies throughout the Bible. To be clear which man is being referred to, the UST will spell this name “Joshua” for the high priest and “Jeshua” for the Levite. You may want to consider whether doing something similar would be helpful for your readers.
2:2	z77p			This is the number of the men of the people of Israel	1	In keeping with the practices of the time, the totals in the list that follows likely include just the men and not also the women and children. Alternate translation: “This is how many men came back from each Israelite clan and town”
2:3	i2m7			The sons of Parosh were 2, 172	1	This means that from the descendants **of Parosh**, **2,172** returned. To help make this clear for your readers, you could say something like “returned” throughout [2:3–42](../02/03.md), after the name of each group and the number that is given.
2:3	gmbm		rc://*/ta/man/translate/figs-metaphor	The sons of Parosh	1	Here, **sons** means descendants. Alternate translation: “From the descendants of Parosh”
2:3	zew1		rc://*/ta/man/translate/translate-names	Parosh	1	**Parosh** is the name of a man.
2:4	xs2j		rc://*/ta/man/translate/figs-metaphor	The sons of Shephatiah	1	Here, **sons** means descendants. Alternate translation: “From the descendants of Shephatiah”
2:4	zhh6		rc://*/ta/man/translate/translate-names	Shephatiah	1	**Shephatiah** is the name of a man.
2:5	d4gc		rc://*/ta/man/translate/figs-metaphor	The sons of Arah	1	Here, **sons** means descendants. Alternate translation: “From the descendants of Arah”
2:5	inj3		rc://*/ta/man/translate/translate-names	Arah	1	**Arah** is the name of a man.
2:6	qyea		rc://*/ta/man/translate/figs-metaphor	The sons of Pahath-Moab, of the sons of Jeshua and Joab	1	Here, **sons** means descendants.
2:6	fw6a		rc://*/ta/man/translate/translate-names	Pahath-Moab, & Jeshua	1	**Pahath-Moab** is the name of a man, and **Jeshua** and **Joab** are the names of two of his male descendants.
2:7	a6df		rc://*/ta/man/translate/figs-metaphor	The sons of Elam	1	Here, **sons** means descendants. Alternate translation: “From the descendants of Elam”
2:7	ytv9		rc://*/ta/man/translate/translate-names	Elam	1	**Elam** is the name of a man.
2:8	ryuy		rc://*/ta/man/translate/figs-metaphor	The sons of Zattu	1	Here, **sons** means descendants. Alternate translation: “From the descendants of Zattu”
2:8	d53m		rc://*/ta/man/translate/translate-names	Zattu	1	**Zattu** is the name of a man.
2:9	nbic		rc://*/ta/man/translate/figs-metaphor	The sons of	1	Here, **sons** means descendants. Alternate translation: “From the descendants of Zakkai”
2:9	da7k		rc://*/ta/man/translate/translate-names	Zakkai	1	**Zakkai** is the name of a man.
2:10	fo1t		rc://*/ta/man/translate/figs-metaphor	The sons of Bani	1	Here, **sons** means descendants. Alternate translation: “From the descendants of Bani”
2:10	jcd8		rc://*/ta/man/translate/translate-names	Bani	1	**Bani** is the name of a man.
2:11	ak1t		rc://*/ta/man/translate/figs-metaphor	The sons of Bebai	1	Here, **sons** means descendants. Alternate translation: “From the descendants of Bebai”
2:11	h16w		rc://*/ta/man/translate/translate-names	Bebai	1	**Bebai** is the name of a man.
2:12	bhyt		rc://*/ta/man/translate/figs-metaphor	The sons of Azgad	1	Here, **sons** means descendants. Alternate translation: “From the descendants of Azgad”
2:12	rxn6		rc://*/ta/man/translate/translate-names	Azgad	1	**Azgad** is the name of a man.
2:13	yr6e		rc://*/ta/man/translate/figs-metaphor	The sons of Adonikam	1	Here, **sons** means descendants. Alternate translation: “From the descendants of Adonikam”
2:13	uzn6		rc://*/ta/man/translate/translate-names	Adonikam	1	**Adonikam** is the name of a man.
2:14	ptzp		rc://*/ta/man/translate/figs-metaphor	The sons of Bigvai	1	Here, **sons** means descendants. Alternate translation: “From the descendants of Bigvai”
2:14	qkv6		rc://*/ta/man/translate/translate-names	Bigvai	1	**Bigvai** is the name of a man.
2:15	u5zk		rc://*/ta/man/translate/figs-metaphor	The sons of Adin	1	Here, **sons** means descendants. Alternate translation: “From the descendants of Adin”
2:15	it7t		rc://*/ta/man/translate/translate-names	Adin	1	**Adin** is the name of a man.
2:16	kk2c		rc://*/ta/man/translate/figs-metaphor	The sons of Ater	1	Here, **sons** means descendants. Alternate translation: “From the descendants of Ater who were descendants of Hezekiah”
2:16	vui3		rc://*/ta/man/translate/translate-names	Ater, of Hezekiah	1	**Ater** is the name of a man, and **Hezekiah** is the name of one of his descendants.
2:17	qo8d		rc://*/ta/man/translate/figs-metaphor	The sons of Bezai	1	Here, **sons** means descendants. Alternate translation: “From the descendants of Bezai”
2:17	t3k5		rc://*/ta/man/translate/translate-names	Bezai	1	**Bezai** is the name of a man.
2:18	ghnw		rc://*/ta/man/translate/figs-metaphor	The sons of Jorah	1	Here, **sons** means descendants. Alternate translation: “From the descendants of Jorah”
2:18	k95c		rc://*/ta/man/translate/translate-names	Jorah	1	**Jorah** is the name of a man.
2:19	i6kg		rc://*/ta/man/translate/figs-metaphor	The sons of Hashum	1	Here, **sons** means descendants. Alternate translation: “From the descendants of Hashum”
2:19	j9nm		rc://*/ta/man/translate/translate-names	Hashum	1	**Hashum** is the name of a man.
2:20	r5bq		rc://*/ta/man/translate/figs-metaphor	The sons of Gibbar	1	Here, **sons** means descendants. Alternate translation: “From the descendants of Gibbar”
2:20	g26q		rc://*/ta/man/translate/translate-names	Gibbar	1	**Gibbar** is the name of a man.
2:21	iu4s		rc://*/ta/man/translate/figs-idiom	The sons of Bethlehem were 123	1	The list speaks here of the **sons of Bethlehem**. This is an idiom that means that these men were from families that had originally lived in that town. Alternate translation: “From the town of Bethlehem, 123 returned”
2:21	j7z9		rc://*/ta/man/translate/translate-names	Bethlehem	1	**Bethlehem** is the name of a town.
2:22	v2ky		rc://*/ta/man/translate/translate-names	The men of Netophah were 56	1	**Netophah** is the name of a town. Alternate translation: “From the town of Netophah, 56 returned.”
2:23	l29x		rc://*/ta/man/translate/translate-names	The men of Anathoth were 128	1	**Anathoth** is the name of a town. Alternate translation: “From the town of Anathoth, 128 returned”
2:24	qlw7		rc://*/ta/man/translate/figs-idiom	The sons of Azmaveth	1	The list speaks here of the **sons of Azmaveth**. This is an idiom that means that these men were from families that had originally lived in that town. Alternate translation: “From the town of Azmaveth, 42 returned”
2:24	d37s		rc://*/ta/man/translate/translate-names	Azmaveth	1	**Azmaveth** is the name of a town.
2:25	y9xa		rc://*/ta/man/translate/figs-idiom	The sons of Kirjath-Arim, Kephirah, and Beeroth	1	The list speaks here of the **sons of Kirjath-Arim, Kephirah, and Beeroth**. This is an idiom that means that these men were from families that had originally lived in those towns. Alternate translation: “From the towns of Kirjath-Arim, Kephirah, and Beeroth”
2:25	rw2o		rc://*/ta/man/translate/translate-names	Kirjath-Arim, Kephirah, and Beeroth	1	**Kirjath-Arim, Kephirah**, and **Beeroth** are the names of towns.
2:26	iyhq		rc://*/ta/man/translate/figs-idiom	The sons of the Ramah and Geba	1	The list speaks here of the **sons of Ramah and Geba**. This is an idiom that means that these men were from families that had originally lived in those towns. Alternate translation: “From the towns of Ramah and Geba”
