Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:3	y2uy		rc://*/ta/man/translate/figs-idiom	the one having been born from a seed of David	1	Here, **from a seed of David** is an idiom that refers to a descendant of David. If it would be helpful in your language, you could use an equivalent idiom or use plain language. Alternate translation: “who was born a descendant of David”
1:3	rj9f		rc://*/ta/man/translate/figs-idiom	according to the flesh	1	Here, **according to the flesh** is an idiom meaning “with reference to physical descent.” If it would be helpful in your language, you could use an equivalent idiom or use plain language. Alternate translation: “according to natural descent”
1:4	nhz7		rc://*/ta/man/translate/figs-infostructure	the one having been designated the Son of God in power according to the Spirit of holiness by the resurrection of dead ones	1	In this verse, Paul places these phrases in the order he wants to emphasize. If it would be more natural in your language, you could change the order of these phrases, as in the UST.
1:4	at5s		rc://*/ta/man/translate/figs-activepassive	the one having been designated the Son of God	1	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. If you must state who did the action, Paul implies that **God** did it. Alternate translation: “whom God designated as the Son of God”
1:4	cp80		rc://*/ta/man/translate/guidelines-sonofgodprinciples	the Son of God	1	**Son of God** is an important title that describes the relationship between **God** and **Jesus**.
1:4	h32u		rc://*/ta/man/translate/figs-explicit	having been designated the Son of God in power	1	Here, **in power** could refer to: (1) the means by which God designated Jesus as the Son of God. Alternate translation: “who was designated the Son of God by means of power” (2) a new level of power God gave to the Son of God. Alternate translation: “who was designated as the powerful Son of God”
1:4	m89w		rc://*/ta/man/translate/figs-possession	the Spirit of holiness	1	Paul is using the possessive form to describe God’s **Spirit** that is characterized by **holiness**. This refers to the Holy Spirit. If it would be helpful in your language, you could use a different expression, as in the UST.
1:4	js9m		rc://*/ta/man/translate/figs-abstractnouns	by the resurrection of dead ones	1	If your language does not use an abstract noun for the idea of **resurrection**, you could express the same idea with a different form. Alternate translation: “by being resurrected from the dead ones”
1:4	h97z		rc://*/ta/man/translate/figs-idiom	of dead ones	1	Here, the phrase translated **of dead ones** refers to dead people. If it would be helpful in your language, you could express the meaning plainly. Alternate translation: “from among dead people”
1:4	zvql		rc://*/ta/man/translate/figs-possession	of dead ones	1	Paul is using the possessive form to describe the place from where **Jesus** was resurrected. If it would be helpful in your language, you could use a different expression. Alternate translation: “from death” or “from among the dead ones”
1:4	brej		rc://*/ta/man/translate/figs-exclusive	our	1	Here, **our** refers to all Christians, so it is inclusive. Your language may require you to mark these forms.
1:5	ww9a		rc://*/ta/man/translate/figs-explicit	through whom	1	Here, **whom** refers to Jesus. If it would be helpful in your language, you could state this explicitly. Alternate translation: “through Jesus”
1:5	jr9e		rc://*/ta/man/translate/figs-abstractnouns	through whom we received grace and apostleship	1	If your language does not use abstract nouns for the ideas of **grace** and **apostleship**, you could express the same ideas in another way. Alternate translation: “he who acted kindly toward us and made us his apostles”
1:5	mosg		rc://*/ta/man/translate/figs-exclusive	we received	1	Here, **we** is exclusive, and your language may require you to mark this form. It could refer to: (1) Paul and other apostles, as in the UST. (2) Paul speaking about himself in a plural form. Alternate translation: “I received”
1:5	mv5n		rc://*/ta/man/translate/grammar-connect-logic-goal	for	1	Here, **for** introduces a purpose clause. Paul is stating the purpose for which Jesus made Paul and other people his apostles. Use a natural way in your language to introduce a purpose clause. Alternate translation: “for the purpose of”
1:5	krzj		rc://*/ta/man/translate/figs-abstractnouns	for obedience of faith among all the Gentiles	1	If your language does not use abstract nouns for the ideas of **obedience** and **faith**, you could express the same ideas in another way. Alternate translation: “for people to faithfully obey Jesus among all the Gentiles”
1:5	cf3g		rc://*/ta/man/translate/figs-possession	for obedience of faith	1	Here, **obedience of faith** could refer to: (1) obedience that is characterized by trust in God. Alternate translation: “for obedience by trusting in God” or “obedience that comes from trusting in God” (2) obedience that results from trusting in God. Alternate translation: “faith that results in obedience”
1:5	eem9		rc://*/ta/man/translate/figs-explicit	among all the Gentiles	1	Here, **the Gentiles** could refer to: (1) the nations. Use this interpretation if you interpreted **we** to refer to all the apostles and retained it in your translation. Alternate translation: “among all people groups” (2) non-Jewish people groups. Use this interpretation if you interpreted **we** to refer only to Paul and translated it as “I”. Alternate translation: “among all non-Jewish people”
1:5	rd3v		rc://*/ta/man/translate/figs-infostructure	we received grace and apostleship for obedience of faith among all the Gentiles, for the sake of his name	1	If it would be more natural in your language, you could change the order of these phrases. Alternate translation: “we received grace and apostleship for the sake of his name, for obedience of the faith among all the Gentiles”
1:5	sxc7		rc://*/ta/man/translate/figs-metonymy	for the sake of his name	1	Here, **name** could refer to: (1) Jesus himself. Alternate translation: “for the sake of Jesus” (2) Jesus’ reputation. Alternate translation: “for the sake of Jesus’ fame”
1:6	xurz		rc://*/ta/man/translate/figs-explicit	among whom	1	Here, **whom** refers to “the Gentiles” who were mentioned in the previous verse. If it would be helpful in your language, you could state this explicitly. See how you translated “the Gentiles” in the previous verse. Alternate translation: “among the nations” or “among the Gentiles”
1:6	sks2		rc://*/ta/man/translate/figs-yousingular	you	1	In this letter, with four exceptions, the words **you** and “your” are plural and refer to the recipients of this letter, who are the believers in Rome (See [1:7](../01/07.md)). If it would be helpful in your language, you could state this explicitly. Alternate translation: “you believers in Christ at Rome”
1:6	qq9z		rc://*/ta/man/translate/figs-possession	called ones of Jesus Christ	1	Paul is using the possessive form to describe **called ones** who were called by **Jesus Christ**. If it would be helpful in your language, you could use a different expression. Alternate translation: “ones called by Jesus Christ”
1:7	z85a		rc://*/ta/man/translate/figs-123person	To all the ones being in Rome	1	In this culture, after giving their own names, letter writers would then say to whom they were writing, and they would name those people in the third person. If that would be confusing in your language, you could use the second person. Alternate translation: “To all of you who are in Rome”
1:7	zfwq		rc://*/ta/man/translate/figs-nominaladj	beloved of God	1	Paul is using the adjective **beloved** as a noun in order to describe the church at Rome. If your language does not use adjectives in the same way, you could translate this with a noun phrase. Alternate translation: “people who are loved of God”
1:7	rkdh		rc://*/ta/man/translate/figs-possession	beloved of God	1	Paul is using the possessive form to describe the **beloved** who are loved by **God**. If it would be helpful in your language, you could use a different expression. Alternate translation: “loved by God”
1:7	v8bl		rc://*/ta/man/translate/translate-blessing	Grace to you and peace from God our Father and the Lord Jesus Christ	1	In this culture, letter writers would offer a good wish for the recipient before introducing the main business of the letter. Use a form in your language that makes it clear that this is a greeting and blessing. Alternate translation: “May God our Father and the Lord Jesus Christ give you grace and peace”
1:7	ys4e		rc://*/ta/man/translate/figs-abstractnouns	Grace to you and peace from God our Father and the Lord Jesus Christ	1	If your language does not use abstract nouns for the ideas of **grace** and **peace**, you could express the same ideas in another way. Alternate translation: “May God our Father and the Lord Jesus Christ show his gracious acts to you and make you feel peaceful”
1:7	d8pa		rc://*/ta/man/translate/guidelines-sonofgodprinciples	God our Father and the Lord Jesus Christ	1	The word **Father** here is an important title that describes the relationship between God and Jesus and the relationship between God and believers. Alternate translation: “our Father God and the Lord Jesus, the Christ”
1:7	j61d		rc://*/ta/man/translate/figs-exclusive	our Father	1	When Paul writes **our** here, he is speaking of himself and his readers, so **our** would be inclusive. Your language may require you to mark this form. Alternate translation: “who is the Father of us Christians”
1:8	yrau		rc://*/ta/man/translate/grammar-connect-logic-result	First, I thank my God through Jesus Christ concerning all of you, because your faith is being proclaimed in the whole world	1	If it would be more natural in your language, you could change the order of these clauses, since the second clause gives the reason for the result that the first clause describes. Alternate translation: “Because your faith is being proclaimed throughout the whole world, I first want to thank my God through Jesus Christ”
1:8	totr		rc://*/ta/man/translate/grammar-connect-words-phrases	First	1	**First** here indicates that Paul has finished his introduction to the letter, and what follows is the beginning of the content of the letter. If it would be helpful in your language, you could state this explicitly. Alternate translation: “The first thing I want to say is”
1:8	tdsj		rc://*/ta/man/translate/figs-possession	my God	1	Paul is using the possessive form **my God** to express that he belongs to **God**. Paul does not mean that he owns God. If it would be helpful in your language, you could use a different expression. Alternate translation: “the God I belong to” or “the God that owns me”
1:8	bphf		rc://*/ta/man/translate/figs-abstractnouns	your faith	1	If your language does not use an abstract noun for the idea of **faith**, you could express the same idea in another way. Alternate translation: “the way you trust in Christ”
1:8	efqs		rc://*/ta/man/translate/figs-activepassive	your faith is being proclaimed	1	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. The context indicates that other believers are proclaiming how great the faith of the Roman believers is. Alternate translation: “other people are proclaiming your faith”
1:8	k7qf		rc://*/ta/man/translate/figs-hyperbole	in the whole world	1	Here, **the whole world** is an exaggeration that refers to all the parts of the world that were familiar to Paul and his readers, particularly the Roman Empire. Paul is not referring to every place on the planet. If it would be helpful in your language, you could express the meaning plainly. Alternate translation: “across the known world” or “wherever the Roman Empire is”
1:9	c7pa		rc://*/ta/man/translate/grammar-connect-logic-result	For	1	**For** indicates that what follows is the reason why Paul could say in the previous verse that he thanks God for the Roman believers. Use a natural way in your language for indicating a reason. Alternate translation: “You can be sure this is true because”
1:9	twht		rc://*/ta/man/translate/figs-infostructure	God is my witness, whom I serve in my spirit in the gospel of his Son, how I continually make mention of you	1	If it would be more natural in your language, you could change the order of these clauses and make a new sentence, if you need to do so. Alternate translation: “God is my witness how I continually make mention of you. I serve him in my spirit in the gospel of his Son”
1:9	dx6p		rc://*/ta/man/translate/figs-distinguish	my witness, whom I serve in my spirit in the gospel of his Son	1	This phrase gives further information about **God**. If it would be helpful in your language, you could make the relationship between these phrases clearer. Alternate translation: “my witness, and I serve him in my spirit in the gospel of his Son”
1:9	ll1e		rc://*/ta/man/translate/figs-abstractnouns	my witness	1	If your language does not use an abstract noun for the idea of **witness**, you could express the same idea in another way. Alternate translation: “the one who testifies about me”
1:9	ydnc		rc://*/ta/man/translate/figs-explicit	in my spirit	1	Here, **spirit** refers to the inner person, which is what a person thinks and feels. Paul means that he serves God with complete devotion. If it would be helpful in your language, you could state this explicitly. Alternative translation: “with my whole heart” or “wholeheartedly”
1:9	ih0v		rc://*/ta/man/translate/figs-explicit	in the gospel	1	Here, **in** indicates the means by which Paul served God and **gospel** refers specifically to proclaiming the **gospel**. If it would be helpful in your language, you could state this explicitly. Alternate translation: “by proclaiming the gospel”
1:9	o66d		rc://*/ta/man/translate/figs-possession	in the gospel of his Son	1	Paul is using the possessive form to describe the **gospel** that is about God’s **Son**. If it would be helpful in your language, you could use a different expression. Alternate translation: “in the gospel about his Son”
1:9	r2l5		rc://*/ta/man/translate/guidelines-sonofgodprinciples	of & Son	1	**Son** is an important title for Jesus, the **Son** of God.
1:9	f9p2		rc://*/ta/man/translate/figs-hyperbole	continually	1	Here, **continually** is an exaggeration that emphasizes how frequently Paul prayed for the church at Rome. Paul does not mean that he spends all of his time praying for them. If it would be helpful in your language, you could use plain language and express the emphasis in another way. Alternate translation: “I regularly” or “I habitually”
1:9	vtuq		rc://*/ta/man/translate/figs-idiom	I & make mention of you	1	Here, **making mention** is an idiom for praying. If it would be helpful in your language, you could use an equivalent idiom or use plain language. Alternate translation: “I am … praying for you”
1:10	mdc8		rc://*/ta/man/translate/figs-doublet	always requesting in my prayers	1	This phrase means the same thing as “I continually make mention of you” in the previous verse. Paul uses them to emphasize how intensely he prays that God will allow him to visit the church at Rome. If your language does not use repetition to do this, you could use one phrase for the similar passage in the previous verse and in this verse provide emphasis in another way. Alternate translation: “in all my prayers, I beg God”
1:10	oi0x		rc://*/ta/man/translate/figs-hyperbole	always	1	Here, the word **always** is an exaggeration that figuratively expresses the frequency of Paul’s prayers to God for the church at Rome. Paul does not mean that he spends all of his time praying for them. If it would be helpful in your language, you could use plain language and express the emphasis in another way. Alternate translation: “frequently”
1:10	b5wy		rc://*/ta/man/translate/figs-abstractnouns	by the will of God	1	If your language does not use an abstract noun for the idea of **will**, you could express the same idea in another way. Alternate translation: “because God wills for me” or “because God wants me”
1:11	ki6h		rc://*/ta/man/translate/grammar-connect-logic-result	For	1	**For** here indicates that this is a reason clause. Paul is indicating why he constantly prays to visit the church at Rome in [1:9–10](../01/09.md). Use a natural way in your language for indicating a reason. Alternate translation: “I am always requesting this because”
1:11	gjdu		rc://*/ta/man/translate/figs-metonymy	to see you	1	Paul uses **see** to describe not only seeing the Christians in Rome, but also visiting them and spending time with them. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: “to visit you”
1:11	b23b		rc://*/ta/man/translate/grammar-connect-logic-goal	so that	1	Here, **so that** indicates that this is a purpose clause. Paul is stating the purpose for why he wants to visit the believers at Rome. Use a natural way in your language for introducing a purpose clause. Alternate translation: “in order that”
1:12	pnnm		rc://*/ta/man/translate/figs-distinguish	and that is	1	Here, **and that is** gives further information about why Paul wants to share “some spiritual gift” with the believers in Rome. If it would be helpful in your language, you could make the relationship between these phrases clearer. Alternate translation: “namely” or “specifically”
1:12	ux1x		rc://*/ta/man/translate/figs-activepassive	to be mutually encouraged with you	1	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “to mutually encourage each other”
1:12	ddtm		rc://*/ta/man/translate/figs-possession	through each other’s faith, both yours and mine	1	Paul is using the possessive form to refer to the trust in Jesus that both he and his readers shared. Paul means that they should mutually encourage each other because they have a mutual faith in Christ. If it would be helpful in your language, you could use a different expression. Alternate translation: “by both you and I sharing with one another how we trust in God” or “through talking about our common Christian faith”
1:12	e6py		rc://*/ta/man/translate/figs-abstractnouns	faith	1	See how you translated **faith** in [1:5](../01/05.md)
1:13	yi1f		rc://*/ta/man/translate/figs-litotes	Now I do not want you to be uninformed	1	Here Paul uses a figure of speech that expresses a strong positive meaning by using a negative word together with a word that is the opposite of the intended meaning. If it would be helpful in your language, you can express the meaning positively. Alternate translation: “I definitely want you to be informed”
1:13	rwzn		rc://*/ta/man/translate/figs-activepassive	to be uninformed	1	If your language does not use the passive form in this way you can state this in active form or in another way that is natural in your language. Alternate translation: “to not know”
1:13	u1cq		rc://*/ta/man/translate/figs-gendernotations	brothers	1	Although the term **brother** is masculine, Paul is using the word here to refer to both male and female believers in Christ. Alternate translation: “brothers and sisters”
1:13	zvrj		rc://*/ta/man/translate/figs-explicit	but I was hindered until now	1	Paul assumes that his readers will know that **until now** means “even at the present time.” He does not mean that he was no longer **hindered** at the moment he wrote these words. If it would be helpful in your language, you could state this explicitly. Alternate translation: “but I have been hindered and still am hindered now”
1:13	b92o		rc://*/ta/man/translate/figs-activepassive	I was hindered	1	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. If you must state who did the action, Paul implies that “God” did it. Alternate translation: “God hindered me”
1:13	gnu7		rc://*/ta/man/translate/figs-metaphor	so that I might have some fruit among you also	1	Here, **fruit** could refer to: (1) people believing in the gospel as a result of Paul’s preaching, which would connect this verse to the idea in [1:15](../01/15.md). Alternative translation: “so that I might lead people to salvation among you also” (2) strengthening the believers in Rome, in which case this would have the same meaning as “some spiritual, gracious gift” in [1:11](../01/11.md). Alternative translation: “so that I might strengthen you also”
1:14	s4bm		rc://*/ta/man/translate/figs-metaphor	I am a debtor	1	Paul speaks of himself as if he were a **debtor** who owed money to people who were not Jews, such as **Greeks** and **barbarians**. Paul means that he was obligated to preach the gospel to non-Jews because God had commanded him to do so. If it would be helpful in your language, you could express the meaning plainly or use a simile. Alternative translation, “I am obliged to preach the gospel”
1:14	j2sz		rc://*/ta/man/translate/figs-merism	both to Greeks and to barbarians	1	Here Paul uses **Greeks** and **barbarians** to represent all the Gentiles referred to in the previous verse. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: “to all types of Gentiles”
1:14	lio6		rc://*/ta/man/translate/figs-merism	both to wise ones and to foolish ones	1	Here Paul uses **wise ones** and **foolish ones** to represent all types of people among the Gentiles referred to in the previous verse. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: “to all types of people among the Gentiles”
1:14	q728		rc://*/ta/man/translate/figs-doublet	both to Greeks and to barbarians, both to wise ones and to foolish ones	1	These two phrases mean the same thing. Paul uses them to emphasize that he is obligated to preach the gospel to every kind of Gentile. If saying the same thing twice might be confusing for your readers, you can combine the phrases into one. Alternate translation: “to each and every kind of Gentile” or “to every single non-Jewish person”
1:15	h9zv		rc://*/ta/man/translate/grammar-connect-logic-result	So	1	**So** here indicates that this a reason clause. Use a natural way in your language for indicating a reason. Alternate translation: “This is the reason why”
1:16	oa6m		rc://*/ta/man/translate/grammar-connect-logic-result	For	1	**For** indicates the reason why Paul is eager to proclaim the gospel in Rome. Use a natural way in your language for indicating a reason. Alternate translation: “I am eager to do this because”
1:16	mm2f		rc://*/ta/man/translate/figs-litotes	I am not ashamed	1	Here Paul uses a figure of speech that expresses a strong positive meaning by using a negative word together with a word that is the opposite of the intended meaning. If it would be helpful in your language, you could express the meaning positively. Alternate translation: “I am proud”
1:16	nvkv		rc://*/ta/man/translate/figs-metonymy	I am not ashamed of the gospel, & the power	1	Here, **gospel** refers specifically to the preaching of the **gospel** that was mentioned in the previous verse. If it would be helpful in your language, you could express the meaning plainly. Alternate translation: “I am not ashamed to preach the gospel”
1:16	f5x9		rc://*/ta/man/translate/figs-possession	for it is the power of God for salvation	1	Paul is using the possessive form to describe the **gospel** as the powerful way that **God** saves people. If it would be helpful in your language, you could use a different expression Alternate translation: “for it is the powerful way that God saves”
1:16	sz5b		rc://*/ta/man/translate/grammar-connect-logic-result	for salvation	1	Here, **for** indicates that **salvation** is the result of the gospel. Use a natural way in your language to indicate result. Alternate translation: “that results in the salvation”
1:16	merb		rc://*/ta/man/translate/figs-abstractnouns	for salvation to all	1	If your language does not use an abstract noun for the idea of **salvation**, you could express the same idea in another way. Alternate translation: “for saving everyone”
1:16	htqe		rc://*/ta/man/translate/figs-ellipsis	to all the ones believing	1	Paul is leaving out some of the words that a clause would need in many languages to be complete. If it would be helpful in your language, you could supply these words from the context. Alternate translation: “to everyone who believes that Jesus is the Messiah”
