Reference	ID	Tags	SupportReference	Quote	GLQuote	Occurrence	Note
34:16	jaic		rc://*/ta/man/translate/grammar-connect-condition-hypothetical	you will eat some of his sacrifice		0	The string of hypothetical actions, each with its logical result continues throughout this verse. Continue translating the transitions between clauses as you decided in the previous verses.
34:17	lgab			you will eat some of his sacrifice		0	The prohibition here is focused on making gods. In your translation make sure that the focus is not on the method, but the god-making.
34:20	sbrs			buy back		0	This verse is very similar to [Exodus 13:13](../13/13.md).
34:22	lhxb			Festival of Ingathering		0	This verse is similar to [Exodus 23:16](../23/16.md), however the first festival is named **Festival of Weeks** here and “Festival of the Harvest” in 23:16.
34:26	bv0a			the blood of my sacrifice		0	This verse is identical to [Exodus 23:19](../23/19.md).
34:34	fzm1		rc://*/ta/man/translate/grammar-connect-time-background	he would remove		0	This and the next verse give a general statement about Moses’s practice for an unstated amount of time (it was probably from this point until his death as he continued to talk to Yahweh). You should mark this with a form in your language that is used for on-going action like **would** or the UST’s “Whenever.”
35:5-19	ugn4		rc://*/ta/man/translate/figs-quotations	וַ⁠יֹּ֣אמֶר מֹשֶׁ֔ה אֶל־כָּל־עֲדַ֥ת בְּנֵֽי־יִשְׂרָאֵ֖ל לֵ⁠אמֹ֑ר זֶ֣ה הַ⁠דָּבָ֔ר אֲשֶׁר־צִוָּ֥ה יְהוָ֖ה לֵ⁠אמֹֽר		1	Verses 5–19 are a second-level direct quotation. If it would be better to reduce the quotation level in your language, you may want to make this introductory comment (everything after the first **saying**) an indirect quotation. Alternate translation: “And Moses told all of the congregation of the sons of Israel the things that Yahweh commanded, saying,”
35:10	ugjb			Every skilled man		0	After this verse, a list begins. You may need to mark the end of this verse with punctuation or another way that your language marks the start of a list.
35:12	rj7s			atonement lid		0	See how you translated these terms in [25:10–17](../25/10.md) and [26:36](../26/36.md).
35:14	obmd			bread of the presence		0	See [25:31–37](../25/31.md) for these items.
35:16	h116			bronze grate		0	For the **grate**, see [Exodus 27:4](../27/04.md). Most of the rest of the verse is almost identical to [30:28](../30/28.md).
35:19	x1pc			finely-woven garments		0	Except for **for serving in the Holy Place** and two “ands,” this verse is identical to [31:10](../31/10.md).
35:22	yzsw			ל׀ נְדִ֣יב		1	Alternate translation: “who were impelled of”
35:23	s3ky			Everyone who had … brought them		0	See how you translated many of these words in [Exodus 25:4–5](../25/04.md).
35:27	f13n			The leaders brought … breastpiece		0	Beginning with **onyx**, this verse is almost identical to [Exodus 25:7](../25/07.md).
35:28	h3a1			they brought spices … fragrant incense		0	[Exodus 25:6](../25/06.md) has almost identical words, arranged slightly differently.
35:29	hqle		rc://*/ta/man/translate/figs-infostructure	whose heart was willing		0	The order of clauses in the ULT is reversed from the original because of required English sentence structure. In the original, **The sons of Israel brought a freewill offering to Yahweh** is at the end of the verse. Other languages may be able to retain the original order.
35:30	z1e2			Bezalel son of Uri son of Hur, from the tribe of Judah		0	What Moses says in this verse is a quote from [Exodus 31:2](../31/02.md)
35:31	zd74			filled Bezalel … craftsmanship		0	This verse is a quote from [Exodus 31:3](../31/03.md)
35:32	r7e3			to make artistic designs … bronze		0	This verse is identical to [Exodus 31:4](../31/04.md), except for the first **and**.
35:33	fj6f			also to cut and set stones … craftsmanship		0	This verse is identical to [Exodus 31:5](../31/05.md) except for the final **of invention**.
35:35	ehu7			filled them with skill		0	This verse summarizes and pulls together many previously mentioned things. See [28:3](../28/03.md) (**skill of heart**), [25:4](../25/04.md) (for materials), [26:36](../26/36.md) (**embroiderer**), [28:32](../28/32.md) (**weaver**), [26:31](../26/31.md) (**skillful workman**), [31:3](../31/03.md) (**craftsman**), [28:6](../28/06.md) (**designer of designs**).
38:1	r81c			General Information		0	This verse is very similar to [Exodus 27:1](../27/01.md).
38:2	g71x			General Information		0	This verse is almost identical to [Exodus 27:2](../27/02.md).
38:3	v73t			General Information		0	This verse is very similar to [Exodus 27:3](../27/03.md).
38:10	nz6q			General Information		0	This verse is almost identical to [Exodus 27:10](../27/10.md).
38:11	mp6n			General Information		0	This verse is very similar to [Exodus 27:11](../27/11.md).
38:12	g5iz			General Information		0	This verse is very similar to [Exodus 27:12](../27/12.md).
38:13	iju3			General Information		0	This verse is almost identical to [Exodus 27:13](../27/13.md).
38:14	n1xj			General Information		0	This verse is almost identical to [Exodus 27:14](../27/14.md).
38:15	dlq7			General Information		0	This verse is very similar to [Exodus 27:15](../27/15.md).
38:17	s5g5			General Information		0	See how you translated many of these words in [Exodus 27:17](../27/17.md).
38:18	hmi5			General Information		0	See how you translated many of these words in [Exodus 27:16 and 18](../27/16.md).
38:19	fjw4			General Information		0	See how you translated many of these words in [Exodus 27:17](../27/17.md).
38:20	ye5c			General Information		0	This verse is very similar to the second half of [Exodus 27:19](../27/19.md).
38:26	rp46			one hundred talents		0	See how you translated many of the same things in [Exodus 30:13–14](../30/13.md).
38:28	rcda			Bezalel		0	See how you translated some of these in [Exodus 27:17](../27/17.md).
39:1	h8kg			as Yahweh had commanded Moses		0	See how you translated similar instructions in [Exodus 28:4–5](../28/04.md).
39:10	m54c			They set in it		0	This verse is almost identical to [Exodus 28:17](../28/17.md).
39:11	qx96			an emerald, a sapphire, and a diamond		0	This verse is identical to [Exodus 28:18](../28/18.md).
39:12	kk8t			a jacinth, an agate, and an amethyst		0	This verse is identical to [Exodus 28:19](../28/19.md).
39:13	l9wa			a beryl, an onyx, and a jasper		0	This verse is almost identical to [Exodus 28:20](../28/20.md).
39:28	um4e			turban		0	Verses 27–29 reflect [Exodus 28:39](../28/39.md), [40](../28/40.md), and [42](../28/42.md) but in a different order.
39:29	hn5g			sash		0	Verses 27–29 reflect [Exodus 28:39](../28/39.md), [40](../28/40.md), and [42](../28/42.md) but in a different order.
39:33	ri54		rc://*/ta/man/translate/writing-newevent	So the work on the Dwelling, the tent of meeting, was finished. The people of Israel did everything		0	This verse starts a short narrative of the Israelites bringing and presenting the items for the Dwelling to Moses for inspection. It is a summary of the construction and extended conclusion to the last few chapters. Your team may need to decide how to group verse 32, as it both closes the construction narrative and introduces this next section, which ends with a very similar summary statement in [39:42–43](../39/42.md).
39:33	y9ym			clasps		0	This verse, especially the list of items, is very similar to [35:11](../35/11.md).
39:35	i7d9			atonement lid		0	See how you translated similar phrases to this in [35:12](../35/12.md).
39:36	knn8			bread of the presence		0	This verse is almost identical to [35:13](../35/13.md).
39:37-38	nzph			bread of the presence		0	These verses are very similar to [35:14–15](../35/14.md).
39:39	e755			grate		0	This verse is almost identical with [35:16](../35/16.md).
39:41	z3ip			the Dwelling, the tent of meeting		0	This verse is identical to [35:19](../35/19.md).
39:42	ct6k			Thus the people		0	This verse is almost identical to the second half of [39:32](../39/32.md).
39:43	z79s		rc://*/ta/man/translate/writing-endofstory	As Yahweh had commanded, in that way they did it		0	This (and really verse 42) is the end of the conclusion of the construction of materials portion of the story. The ending began in [39:32](../39/32.md). If your language has specific features that should be part of the end of a section like this, consider using them here.
40:27	iwuo			in front of the curtain		0	See [30:7](../30/07.md).
