Reference	ID	Tags	SupportReference	Quote	GLQuote	Occurrence	Note
1:3	a004			οἷς καὶ παρέστησεν ἑαυτὸν ζῶντα, μετὰ τὸ παθεῖν αὐτὸν, ἐν πολλοῖς τεκμηρίοις	to whom also, after he had suffered, he presented himself living with many proofs	1	As the General Notes to this chapter suggest, it be helpful to begin a new sentence here. Alternate translation: “Jesus also presented himself alive with many proofs to his apostles after he had suffered”
1:3	dup3		rc://*/ta/man/translate/figs-explicit	μετὰ τὸ παθεῖν αὐτὸν	after he had suffered	1	This refers to how Jesus suffered and died on the cross. Alternate translation: “after he had suffered and died on the cross”
1:3	a005		rc://*/ta/man/translate/figs-explicit	ἐν πολλοῖς τεκμηρίοις	with many proofs	1	The word translated **proofs** describes items of evidence that are decisive and convincing. Alternate translation: “with many definitive proofs”
1:3	yc16		rc://*/ta/man/translate/figs-explicit	δι’ ἡμερῶν τεσσεράκοντα, ὀπτανόμενος αὐτοῖς, καὶ λέγων	appearing to them for 40 days and speaking	1	While the antecedent of **whom** is “the apostles whom he had chosen” in the previous verse, Jesus actually appeared to many other disciples besides his apostles. If it would be helpful to your readers, you could indicate that explicitly. It may be helpful to begin a new sentence here. Alternate translation: “For 40 days he appeared to his apostles and many of his other disciples, and he spoke”
1:3	a006		rc://*/ta/man/translate/figs-abstractnouns	τὰ περὶ τῆς Βασιλείας τοῦ Θεοῦ	things concerning the kingdom of God	1	See the discussion of the concept of the **kingdom of God** in Part 2 of the General Introduction to Acts. If your language does not use an abstract noun for the idea behind the word **kingdom**, you could express this with a verb such as “rule,” as UST does.
1:4	a007		rc://*/ta/man/translate/figs-doublenegatives	ἀπὸ Ἱεροσολύμων, μὴ χωρίζεσθαι, ἀλλὰ	not to depart from Jerusalem, but	1	If it would be helpful in your language, you could use a positive expression to translate this double negative that consists of the negative particle **not** and the negative verb **depart**. Alternate translation: “to remain in Jerusalem and”
1:4	vb7g		rc://*/ta/man/translate/figs-quotemarks	ἀπὸ Ἱεροσολύμων, μὴ χωρίζεσθαι	not to depart from Jerusalem	1	The content of Jesus’ instructions to the apostles on this occasion begins here. If it would be helpful to your readers, you could translate and punctuate the material from here to the end of the verse as a direct quotation, as UST does.
1:4	sg4h		rc://*/ta/man/translate/figs-metonymy	τὴν ἐπαγγελίαν τοῦ Πατρὸς	the promise of the Father	1	Jesus is referring to the Holy Spirit by association with the way God made a **promise** to send the Holy Spirit. Alternate translation: “the Holy Spirit, whom the Father promised”
1:4	a009		rc://*/ta/man/translate/guidelines-sonofgodprinciples	τοῦ Πατρὸς	of the Father	1	**Father** is an important title for God. Alternate translation: “of God the Father”
1:4	tj6r		rc://*/ta/man/translate/figs-quotations	ἣν ἠκούσατέ μου	which you heard from me	1	In keeping with his engaging storytelling style, Luke begins a quotation from Jesus here without introducing it with a formula such as “he said.” If it would be helpful to your readers, you could include an introductory formula in your translation. It may be helpful to begin a new sentence here. Alternate translation: “He said, ‘You heard about this from me’” or “He said, ‘I told you about this’”
1:4	d3kr		rc://*/ta/man/translate/figs-you	ἠκούσατέ	you heard	1	Here, **you** is plural because Jesus is speaking to the apostles, so use the plural form of “you” in your translation if your language marks that distinction. In [1:6](../01/06.md), “you” is singular because Jesus alone is being addressed, so the singular form would be accurate there. In general these notes will not discuss whether **you** is singular or plural when this should be clear from the context, but they will address ambiguous cases where this may not be clear.
1:5	fnq5		rc://*/ta/man/translate/figs-explicit	Ἰωάννης	John	1	Jesus is referring to the man who was known as John the Baptist because he baptized people. It may help to identify him if you use that title after his name in your translation. However, because the word “Baptist” is associated with a group of churches in many parts of the world, it may be helpful to your readers to use a different form of the word as a title, as UST does by saying “Baptizer.” Alternate translation: “John the Baptist” or “John the Baptizer”
1:5	a075		rc://*/ta/man/translate/figs-metaphor	ὑμεῖς & ἐν Πνεύματι βαπτισθήσεσθε Ἁγίῳ	you will be baptized in the Holy Spirit	1	After describing earlier in the verse how John baptized people literally, Jesus is using baptism in this second instance as a metaphor. See the discussion in the General Notes to this chapter. Alternate translation: “the Holy Spirit will come and empower you”
1:5	dzj1		rc://*/ta/man/translate/figs-activepassive	ὑμεῖς & βαπτισθήσεσθε	you will be baptized	1	You may wish to retain the metaphor of baptism in your translation. If you do, and If it would be helpful in your language, you could state this with an active form, and you can say who will do the action. Alternate translation: “God will baptize”
1:5	a010		rc://*/ta/man/translate/figs-litotes	οὐ μετὰ πολλὰς ταύτας ἡμέρας	after these not many days	1	Jesus is using a figure of speech that expresses a positive meaning by using a negative word together with a word that is the opposite of the intended meaning. Alternate translation: “just a few days from now”
1:6	n9wt		rc://*/ta/man/translate/writing-pronouns	οἱ μὲν οὖν συνελθόντες, ἠρώτων αὐτὸν	They therefore having assembled, they were asking him	1	In the first instance, **they** describes Jesus and the apostles, while in the second instance, **they** refers to the apostles. (Other disciples could have been present on this occasion, but the instructions that Jesus gives about being “witnesses” in [1:8](../01/08.md) apply specifically to the apostles, so it would be good to name them directly.) Alternate translation: “When the apostles were together with Jesus, the apostles were asking him”
1:6	a011		rc://*/ta/man/translate/figs-idiom	εἰ ἐν τῷ χρόνῳ τούτῳ, ἀποκαθιστάνεις τὴν βασιλείαν τῷ Ἰσραήλ	if you are restoring the kingdom to Israel at this time	1	This is an idiomatic way of asking a question. Alternate translation: “are you restoring the kingdom to Israel at this time” or “will you now restore the kingdom to Israel”
1:6	f7uj		rc://*/ta/man/translate/figs-abstractnouns	εἰ & ἀποκαθιστάνεις τὴν βασιλείαν τῷ Ἰσραήλ	if you are restoring the kingdom to Israel	1	If your language does not use an abstract noun for the idea behind the word **kingdom**, you could express the same idea with a noun such as “king.” Alternate translation: “are you going to give Israel its own king again” or “are you going to become the restored king of Israel”
1:7	a012		rc://*/ta/man/translate/figs-explicit	οὐχ ὑμῶν ἐστιν γνῶναι	It is not for you to know	1	Jesus is saying implicitly by this response that he is not going to tell the apostles when the thing they are asking about will happen. If it would be helpful to your readers, you could indicate that explicitly in your translation. Alternate translation: “I am not going to tell you when that will happen, because it is not for you to know”
1:7	y1fu		rc://*/ta/man/translate/figs-doublet	χρόνους ἢ καιροὺς	the times or the seasons	1	The words **times** and **seasons** could: (1) refer to different kinds of time. Alternate translation: “the general period of time or the specific date” (2) have similar meanings, being used together for emphasis. Alternate translation: “the exact time”
1:7	a013		rc://*/ta/man/translate/guidelines-sonofgodprinciples	ὁ Πατὴρ	the Father	1	**Father** is an important title for God. Alternate translation: “God the Father”
1:7	a014		rc://*/ta/man/translate/figs-abstractnouns	ἐν τῇ ἰδίᾳ ἐξουσίᾳ	by his own authority	1	If your language does not use an abstract noun for the idea behind the word **authority**, you could express the same idea with a verb such as “control.” Alternate translation: “as the one who controls all things”
1:8	ld4k		rc://*/ta/man/translate/grammar-connect-logic-result	λήμψεσθε δύναμιν, ἐπελθόντος τοῦ Ἁγίου Πνεύματος ἐφ’ ὑμᾶς, καὶ ἔσεσθέ μου μάρτυρες	you will receive power when the Holy Spirit has come upon you, and you will be my witnesses	1	Jesus is using the word translated **and** to describe a result. Alternate translation: “when the Holy Spirit comes upon you, then you will receive power to be my witnesses”
1:8	a015		rc://*/ta/man/translate/figs-abstractnouns	δύναμιν	power	1	If your language does not use an abstract noun for the idea behind the word **power**, you could express the same idea with an adjective such as “powerful.” Alternate translation: “powerful ability”
1:8	vb4m		rc://*/ta/man/translate/figs-idiom	ἕως ἐσχάτου τῆς γῆς	to the end of the earth	1	This is a reference to place, not to time. Jesus does not mean “until the world ends.” Alternate translation: “all over the world” or “to the places on the earth that are farthest away from here”
1:9	e1q1		rc://*/ta/man/translate/figs-explicit	βλεπόντων αὐτῶν	as they were looking	1	Your language may require you to specify the object of **looking**. Alternate translation: “as they were looking at him”
1:9	l1cq		rc://*/ta/man/translate/figs-activepassive	ἐπήρθη	he was raised up	1	If it would be helpful in your language, you could state this with an active form, and you could state who did the action. (See the discussion of “Ascension” in the General Notes to this chapter.) Alternate translation: “he rose up” or “God raised him up”
1:9	ug58		rc://*/ta/man/translate/figs-metonymy	ἀπὸ τῶν ὀφθαλμῶν αὐτῶν	from their eyes	1	Luke is using the **eyes** of the apostles to mean their capacity to see. Alternate translation: “from their sight”
1:10	enu1		rc://*/ta/man/translate/figs-explicit	ἀτενίζοντες ἦσαν εἰς τὸν οὐρανὸν	they were looking intently into heaven	1	Since a cloud was able to block the apostles’ view, it is clear that Luke is using the word translated **heaven** here in one of its specific senses to mean “sky.” It would be good to make clear that the apostles were not seeing into heaven itself. Alternate translation: “gazing at the sky”
1:10	a017		rc://*/ta/man/translate/figs-metaphor	καὶ ἰδοὺ ἄνδρες δύο	and behold, two men	1	Luke is using the term **behold** to focus readers’ attention on how suddenly these **two men** appeared. Your language may have a comparable expression that you can use in your translation. Alternate translation: “just then two men”
1:10	a018		rc://*/ta/man/translate/grammar-connect-time-sequential	καὶ	And	1	Luke uses the word translated **And** to indicate that the event of the men appearing happened after the event of Jesus going up. Alternate translation: “Then”
1:10	a019		rc://*/ta/man/translate/figs-explicit	ἄνδρες δύο	two men	1	These were actually angels. Luke calls them **men** because they appeared in human form. Alternate translation: “two angels”
1:10	a020			ἐσθήσεσι λευκαῖς	white clothes	1	In this context, the word **white** likely has the specific sense of “bright” or “shining.” Alternate translation: “bright clothes” or “shining clothes”
1:11	a021		rc://*/ta/man/translate/figs-explicit	οἳ & εἶπαν	they said	1	This could mean: (1) one of the angels had spoken on behalf of both of them. Alternate translation: “one of them said” (2) the two angels had each said different parts of the quotation.
1:11	a022		rc://*/ta/man/translate/figs-verbs	οἳ & εἶπαν	they said	1	If you retain the word **they** in your translation and if your language uses dual forms for verbs, it would be accurate to use the dual form here, since two men are speaking.
1:11	gpg3		rc://*/ta/man/translate/figs-idiom	ἄνδρες, Γαλιλαῖοι	Men, Galileans	1	This is an idiomatic form of address. Alternate translation: “You Galileans”
1:11	a024		rc://*/ta/man/translate/figs-rquestion	τί ἑστήκατε βλέποντες εἰς τὸν οὐρανόν?	why do you stand looking into heaven	1	The angels are not looking for information. They are using the question form for emphasis. If you would not use a rhetorical question for this purpose in your language, you could translate their words as a statement or an exclamation. Alternate translation: “there is no reason for you to stand looking into heaven!”
1:11	a025		rc://*/ta/man/translate/figs-idiom	τί ἑστήκατε βλέποντες	why do you stand looking	1	The expression **stand** means to continue doing something. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “why do you keep looking” or “there is no reason for you to keep looking”
1:11	a026		rc://*/ta/man/translate/figs-explicit	ὁ ἀναλημφθεὶς ἀφ’ ὑμῶν εἰς τὸν οὐρανὸν & ἐθεάσασθε αὐτὸν πορευόμενον εἰς τὸν οὐρανόν	the one having been taken up from you into heaven, & you saw him going into heaven	1	In its second occurrence in this sentence, the term translated **heaven** likely means “the sky,” as in the previous sentence and in the previous verse. However, in its first occurrence in this sentence, the term likely means “heaven” itself. It would not be accurate to say that Jesus was just “taken up from you into the sky.” Alternate translation: “who has been taken up from you into heaven … you saw him going into the sky”
1:11	a027		rc://*/ta/man/translate/figs-activepassive	ὁ ἀναλημφθεὶς	the one having been taken up	1	If it would be helpful in your language, you could state this with an active form, and you could state who has done the action. Alternate translation: “whom God has taken up”
1:11	cue7			ὃν τρόπον	the way	1	Alternate translation: “in the same way in which”
1:12	x2nk		rc://*/ta/man/translate/writing-pronouns	ὑπέστρεψαν	they returned	1	The word **they** refers to the apostles. Alternate translation: “the apostles returned”
1:12	a028		rc://*/ta/man/translate/figs-activepassive	ὄρους τοῦ καλουμένου Ἐλαιῶνος	the hill that is called Olivet	1	If it would be helpful in your language, you could state this with an active form. Alternate translation: “the hill that people call Olivet” or “the hill whose name is Olivet”
1:12	a029		rc://*/ta/man/translate/translate-names	ὄρους τοῦ καλουμένου Ἐλαιῶνος	the hill that is called Olivet	1	**Olivet** is the name of a hill. If your readers might recognize it better if you called it the Mount of Olives, you could use that name in your translation, as UST does.
1:12	a030		rc://*/ta/man/translate/figs-idiom	Σαββάτου ἔχον ὁδόν	having a journey of a Sabbath	1	The expression **having a journey** refers to a distance. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “a Sabbath-day’s journey away”
1:12	p19g		rc://*/ta/man/translate/translate-unknown	Σαββάτου ἔχον ὁδόν	having a journey of a Sabbath	1	The **journey of a Sabbath** was the distance that interpreters of the law of Moses had determined people could walk on the Sabbath without that being “work.” If it would be helpful to your readers, you could express the distance in the measurement that your culture uses. Alternate translation: “about a kilometer away” or “about half a mile away”
1:13	vis2		rc://*/ta/man/translate/figs-explicit	ὅτε εἰσῆλθον	when they arrived	1	The previous verse explains that the apostles returned to Jerusalem. If it would be helpful to your readers, you could state that again explicitly here. Alternate translation: “when they arrived back in Jerusalem”
1:13	zt12		rc://*/ta/man/translate/translate-unknown	εἰς τὸ ὑπερῷον, ἀνέβησαν οὗ ἦσαν καταμένοντες	they went up into the upper chamber where they were staying	1	In this culture, in some houses, rooms were built on top of other rooms. The expression **upper chamber** describes such a room, which was reached by stairs. If your culture does not have houses like that, it may be helpful to explain the meaning of the expression in your translation. Alternate translation: “they climbed the stairs to the room where they were staying, which had been built on top of other rooms in the house”
1:13	a032		rc://*/ta/man/translate/figs-idiom	Ἰάκωβος Ἁλφαίου & Ἰούδας Ἰακώβου	James of Alphaeus & Judas of James	1	These are two occurrences of an idiom. Alternate translation: “James the son of Alphaeus … Judas the son of James”
1:13	a033		rc://*/ta/man/translate/translate-names	Ἰάκωβος Ἁλφαίου & Ἰούδας & Ἰακώβου	James of Alphaeus & Judas of James	1	These are the names of four men. As the UST indicates, the man named **James** who was the father of **Judas** is not the same man as the James who is mentioned first in this verse, and he is also not the same man as James the son of Alphaeus.
1:13	a034		rc://*/ta/man/translate/translate-names	Σίμων ὁ Ζηλωτὴς	Simon the Zealot	1	**Simon** is the name of a man, and **Zealot** is another name by which he was known. (1) **Zealot** could be a title that indicates that this man was part of the group of people who wanted to free the Jewish people from Roman rule. Alternate translation: “Simon the Patriot” (2) **Zealot** could also be a description that indicates that this man was zealous for God to be honored. Alternate translation: “Simon the Passionate One”
1:14	z6cf			ὁμοθυμαδὸν	unanimously	1	The word **unanimously** indicates that the apostles and other believers shared a common commitment and purpose and that there was no strife among them. Alternate translation: “with one accord” or “harmoniously”
1:14	a035		rc://*/ta/man/translate/figs-explicit	γυναιξὶν	the women	1	Luke assumes that his readers will know he is referring to the women who accompanied Jesus and his disciples during his ministry. These women provided for them out of their own means, and they had traveled with them to Jerusalem. These women are described in [Luke 8:2–3](../luk/08/02.md) and [23:49](../luk/23/49.md). Alternate translation: “the women who had helped Jesus and his disciples during his ministry”
1:14	a037		rc://*/ta/man/translate/translate-kinship	τοῖς ἀδελφοῖς αὐτοῦ	his brothers	1	These were Jesus’ younger brothers. They were the sons of Mary and Joseph. Since the Father of Jesus was God, and their father was Joseph, they were actually his half-brothers. That detail is not normally translated, but if your language has a specific word for “younger brother,” you may wish to use it here.
1:15	il8w		rc://*/ta/man/translate/writing-newevent	καὶ ἐν ταῖς ἡμέραις ταύταις	And in those days	1	Luke uses this phrase to introduce a new event in the story. The phrase refers to the period of time after Jesus ascended, when the disciples were meeting in the upper chamber. Use a word, phrase, or other method in your language that is natural for introducing a new event.
1:15	cup2		rc://*/ta/man/translate/figs-idiom	ἐν ταῖς ἡμέραις ταύταις	in those days	1	Luke is using the term **days** to refer to a specific time. Alternate translation: “during that time”
1:15	a038		rc://*/ta/man/translate/translate-symaction	ἀναστὰς	having stood up	1	Peter **stood up** to indicate that he had something important to say. Alternate translation: “having stood up to show that he had something important to say”
1:15	liz1		rc://*/ta/man/translate/figs-metaphor	τῶν ἀδελφῶν	of the brothers	1	Luke is using the term **brothers** to mean people who share the same faith. Alternate translation: “his fellow believers”
1:15	a039		rc://*/ta/man/translate/figs-gendernotations	τῶν ἀδελφῶν	of the brothers	1	Although the term **brothers** is masculine, Luke is using the word in a generic sense that includes both men and women. As the General Introduction to Acts suggests, here and throughout the book, if you retain this figurative usage in your translation, you could state “brothers and sisters” to indicate that it has this generic sense.
1:15	tl5m		rc://*/ta/man/translate/writing-background	ἦν τε ὄχλος ὀνομάτων ἐπὶ τὸ αὐτὸ ὡς ἑκατὸν εἴκοσι	and the multitude of names to the same was about 120	1	Luke provides this background information to help readers appreciate what happens shortly afterwards in the story, when the church grows in one day to many times this size. It may be helpful to put this background information first in the verse as a separate sentence, in which case it would not have to be in parentheses. Alternate translation: “Now the number of people in that one place was about 120.”
